siGrupoParametro,siCodigoParametro,vDescCodigoParametro,bActivo,vUsuarioIngreso,sFechaIngreso,sFechaActualiza,vUsuarioActualiza,vEstacionIngresa,vEstacionActualiza
14,152,T12005,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,153,T5700,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,154,T63XWBGS1486,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,155,TA04D04,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,156,TECNIKA,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,157,TEM 824,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,158,TL6189,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,159,TTM-IX,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,160,UNIVERSAL,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,161,VACVO,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,162,VADB-060JAS,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,163,VARIMIX III,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,164,X4270,1,Admin,6/5/2007 0:00,2/17/2025 11:35,susana,Admin,192.168.0.114
14,165,33-L,1,susana,6/13/2007 12:21,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,166,PANA II S,1,susana,6/13/2007 12:21,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,167,PANA II M,1,susana,6/13/2007 12:21,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,168,EX-200,1,susana,6/13/2007 12:21,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,169,SC-300,1,susana,6/13/2007 12:21,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,170,EK9625M-12,1,susana,7/20/2007 9:33,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,171,LK 6-40,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,172,LK 45-80,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,173,G 1/2,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,174,W-5J30-948-B,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,175,A40,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,176,A25,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,177,D-11,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,178,2-12Y,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,179,MEDIC,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,180,A-268P,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,181,N.M.T-Z8Z1,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,182,T5700,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,183,IDT,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,184,LISTED,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,185,N6 15-13,1,susana,7/20/2007 10:26,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,186,XFHS,1,susana,7/31/2007 11:16,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,187,A-S,1,susana,8/1/2007 10:05,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,188,SYNCRUS-PE 2T,1,susana,9/25/2007 9:45,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,189,SYNCRUS-LFS-PAD OPTI,1,susana,9/25/2007 9:45,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,190,MOCHO SYNCRUS GL,1,susana,9/25/2007 9:45,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,191,SYNCRUS-GL 127/220V -50/60HZ,1,susana,9/25/2007 9:45,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,192,PERSUS- L,1,susana,9/25/2007 9:45,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,193,GMRO2BANMW,1,susana,9/28/2007 9:32,2/17/2025 11:35,susana,192.168.0.162,192.168.0.114
14,194,LMO12447,1,susana,9/28/2007 9:32,2/17/2025 11:35,susana,192.168.0.162,192.168.0.114
14,195,CWUS1025K,1,susana,10/26/2007 9:42,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,196,KX-T7730,1,susana,10/26/2007 9:42,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,197,GRI51FGS,1,susana,10/29/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,198,QTCD210,1,susana,10/29/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,199,PANA III S,1,susana,10/29/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,200,99E,1,susana,10/29/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,201,SDGOB0319,1,susana,10/30/2007 10:18,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,202,LIS305,1,susana,10/30/2007 10:18,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,203,FEC CLASS B,1,susana,10/30/2007 10:18,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,204,OM3145,1,susana,10/30/2007 10:18,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,205,DS-45,1,susana,10/30/2007 10:18,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,206,Z12,1,susana,10/30/2007 10:18,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,207,RT9410V56TWLA,1,susana,10/30/2007 10:18,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,208,AN7,1,susana,10/30/2007 10:18,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,209,MP244L,1,susana,10/30/2007 10:18,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,210,EK3250,1,susana,10/31/2007 9:13,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,211,I7500DBLK,1,susana,10/31/2007 9:13,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,212,K3,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,213,N4,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,214,L3,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,215,H3,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,216,K3,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,217,Z2,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,218,G3,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,219,F3,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,220,J3,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,221,M3,1,susana,11/9/2007 9:31,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,222,LC 1800,1,SUSANA,11/14/2007 9:33,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,223,KV 1415 WR,1,SUSANA,11/14/2007 9:33,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,224,HEM-629INT,1,SUSANA,11/14/2007 9:33,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,225,MINI TRAVELER LASER,1,susana,11/20/2007 9:22,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,226,278862BK,1,susana,11/20/2007 9:22,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,227,EV 3000,1,susana,11/21/2007 9:14,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,228,MT-7,1,susana,11/27/2007 9:20,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,229,DR-120LB,1,susana,12/4/2007 9:16,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,230,827-P,1,susana,12/4/2007 9:16,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,231,E-128,1,susana,12/6/2007 10:45,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,232,LI5MSP,1,susana,12/7/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,233,278165,1,susana,12/7/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,234,177167172,1,susana,12/7/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,235,DI704P,1,susana,12/7/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,236,DES-1008D,1,susana,12/7/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,237,DI-604,1,susana,12/7/2007 9:23,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,238,FLATRON LI5MSP,1,susana,12/10/2007 9:20,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,239,MFG USA OTHER PAT PEND,1,susana,12/14/2007 9:44,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,240,TRIO,1,susana,12/14/2007 9:44,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,241,PNEU-MART TN20,1,susana,12/14/2007 9:44,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,242,SH-300,1,susana,12/14/2007 9:44,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,243,EX-VII,1,susana,12/20/2007 11:07,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,244,CADEIRA LANDUS S,1,susana,12/21/2007 9:50,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,245,H&V ACRILICOS,1,susana,1/4/2008 9:22,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,246,CAMREX,1,susana,1/10/2008 9:28,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,247,MSV6,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,248,20RGE,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,249,20AUF,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,250,CQB4147,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,251,LARGE STAINLESS,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,252,5121,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,253,691H,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,254,CD-956E/AKV,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,255,TL6189,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,256,6696-AQL,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,257,6696-AQA,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,258,GEN-115,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,259,29801C,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,260,PENTIUM,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,261,SPK-5215,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,262,52X,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,263,691H,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,264,KXT30810B,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,265,12XP,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,266,PE-145,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,267,12XL,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,268,27B,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,269,M42,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,270,49mm,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,271,EKTAGRAPHICIII,1,susana,2/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.176,192.168.0.114
14,272,43501,1,susana,2/15/2008 10:05,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,273,AEC6TN,1,susana,3/6/2008 9:53,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,274,AEC4TN,1,susana,3/6/2008 9:53,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,275,AEG1-2L,1,susana,3/7/2008 9:08,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,276,AEG3-4Z,1,susana,3/7/2008 9:08,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,277,AEG5-6Z,1,susana,3/7/2008 9:08,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,278,AVR550U,1,susana,3/14/2008 9:21,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,279,001-E347L,1,susana,3/17/2008 10:49,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,280,PANA-MAX,1,susana,3/31/2008 9:10,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,281,ULTRAMAT 2,1,susana,4/14/2008 9:33,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,282,AEC9TN,1,susana,4/25/2008 10:44,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,283,ALLSAFE Z87+,1,susana,4/28/2008 9:43,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,284,XT7730X,1,susana,5/1/2008 9:35,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,285,REF 3030,1,susana,5/12/2008 9:28,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,286,15LS1RA,1,susana,5/20/2008 9:50,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,287,25 FT,1,susana,6/23/2008 9:07,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,288,A0186,1,susana,6/24/2008 9:45,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,289,A289S,1,susana,6/24/2008 9:45,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,290,DOS PUERTAS,1,susana,7/31/2008 9:14,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,291,ART-E1,1,SUSANA,8/7/2008 9:09,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,292,AC-100A,1,susana,8/28/2008 9:16,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,293,KX-TG4621LA,1,susana,9/16/2008 9:10,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,294,LC1800,1,susana,10/3/2008 9:29,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,295,RPHD-U,1,susana,10/24/2008 9:08,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,296,PROPEX II,1,susana,10/30/2008 9:13,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,297,I18H-C,1,susana,11/10/2008 9:34,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,298,SP57 ,1,susana,11/13/2008 9:08,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,299,SD11,1,susana,11/13/2008 9:08,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,300,GM-04003A,1,susana,12/18/2008 9:17,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,301,GQ060002,1,susana,12/18/2008 9:17,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,302,L177WSDS,1,susana,12/18/2008 9:17,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,303,KBP-0138,1,susana,12/18/2008 9:17,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,304,SP-P110,1,susana,12/18/2008 9:17,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,305,KM85 P4 775,1,susana,12/18/2008 9:17,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,306,AVR 750 VA,1,susana,12/18/2008 9:17,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,307,DR 508-65,1,susana,1/6/2009 9:41,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,308,DMC-FS5,1,susana,1/12/2009 9:25,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,309,27923GE2-C,1,susana,5/25/2009 9:53,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,310,BARRILITO EN LATON,1,susana,7/7/2009 9:09,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,311,HARDENED,1,susana,7/13/2009 9:21,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,312,CON CORAZA,1,susana,7/13/2009 9:21,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,313,MK 2340,1,susana,7/21/2009 9:20,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,314,KX-TS520LXB,1,susana,8/14/2009 9:23,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,315,KX-TS520LXW,1,susana,8/14/2009 9:23,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,316,KX-TS500LXB,1,susana,8/17/2009 9:25,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,317,GMRO2BANMBS,1,susana,9/29/2009 9:58,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,318,CWUS1025K,1,susana,10/15/2009 10:02,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,319,AEC7TN,1,susana,10/26/2009 9:06,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,320,LCD32T-RS,1,susana,11/12/2009 19:32,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,321,MK2540,1,susana,11/16/2009 9:25,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,322,MT-001,1,susana,11/16/2009 9:25,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,323,AVR750U,1,susana,11/26/2009 9:13,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,324,I09,1,susana,11/26/2009 9:13,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,325,EX-6B,1,susana,11/30/2009 10:42,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,326,SV R2,1,SUSANA,12/2/2009 10:32,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,327,GB4001,1,susana,12/2/2009 10:50,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,328,MT3000,1,susana,12/2/2009 10:50,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,329,TL-WR1043ND,1,susana,2/5/2010 9:18,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,330,SYNCRUS INOVA,1,susana,2/5/2010 10:45,2/17/2025 11:35,susana,192.168.0.190,192.168.0.114
14,331,BIO-VAC II,1,susana,6/11/2010 12:36,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,332,RADII PLUS,1,susana,6/11/2010 12:36,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,333,PCN136,1,susana,6/11/2010 12:36,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,334,GXCF05D,1,susana,6/11/2010 12:36,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,335,WAX UNI 110V,1,susana,6/11/2010 12:36,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,336,P17OV,1,susana,6/21/2010 9:32,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,337,YCP005C,1,susana,6/21/2010 10:50,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,338,810BASIC,1,susana,6/21/2010 10:50,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,339,WOK9197450,1,susana,6/21/2010 10:50,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,340,YCP010P,1,susana,6/25/2010 9:36,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,341,W1943ST,1,susana,6/25/2010 9:36,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,342,SP-S110,1,susana,6/25/2010 9:36,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,343,KB-0138,1,susana,6/25/2010 9:36,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,344,STSI,1,susana,6/25/2010 12:22,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,345,AK-1,1,SUSANA,1/27/2011 11:48,2/17/2025 11:35,susana,192.168.0.151,192.168.0.114
14,346,PA-2,1,SUSANA,1/27/2011 11:48,2/17/2025 11:35,susana,192.168.0.151,192.168.0.114
14,347,AC060X1024A,1,SUSANA,2/10/2011 12:31,2/17/2025 11:35,susana,192.168.0.150,192.168.0.114
14,348,DX-12S,1,susana,8/9/2013 9:22,2/17/2025 11:35,susana,192.168.0.172,192.168.0.114
14,349,FM-DL100,1,susana,1/29/2014 10:42,2/17/2025 11:35,susana,192.168.0.150,192.168.0.114
14,350,X550CP-DC-UL,1,susana,1/29/2014 10:42,2/17/2025 11:35,susana,192.168.0.150,192.168.0.114
14,351,OPTIPLEX 380,1,susana,1/29/2014 10:42,2/17/2025 11:35,susana,192.168.0.150,192.168.0.114
14,352,0Y357C,1,susana,1/29/2014 10:42,2/17/2025 11:35,susana,192.168.0.150,192.168.0.114
14,353,L1718S-BN,1,susana,1/29/2014 10:42,2/17/2025 11:35,susana,192.168.0.150,192.168.0.114
14,354,PLASTVAC P7,1,SUSANA,7/7/2014 10:49,2/17/2025 11:35,susana,192.168.0.114,192.168.0.114
14,355,8361311002,1,SUSANA,7/16/2014 10:13,2/17/2025 11:35,susana,192.168.0.103,192.168.0.114
14,356,RVDR5033,1,susana,7/21/2014 11:25,2/17/2025 11:35,susana,192.168.0.101,192.168.0.114
14,357,P1606dn,1,susana,10/13/2014 10:48,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,358,LS-1,1,susana,11/18/2014 11:06,2/17/2025 11:35,susana,192.168.0.120,192.168.0.114
14,359,1500RTXL,1,susana,11/18/2014 11:06,2/17/2025 11:35,susana,192.168.0.120,192.168.0.114
14,360,AVR750VA,1,susana,11/18/2014 11:06,2/17/2025 11:35,susana,192.168.0.120,192.168.0.114
14,361,SMMO406BL,1,SUSANA,3/24/2015 10:50,2/17/2025 11:35,susana,192.168.0.109,192.168.0.114
14,362,SB811,1,susana,4/8/2015 11:41,2/17/2025 11:35,susana,192.168.0.108,192.168.0.114
14,363,DS 126431,1,susana,6/30/2015 10:17,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,364,NS-DFLMR1,1,susana,7/12/2016 11:18,2/17/2025 11:35,susana,192.168.0.111,192.168.0.114
14,365,AVR700U,1,SUSANA,11/29/2016 10:27,2/17/2025 11:35,susana,192.168.0.124,192.168.0.114
14,366,DRYPIX 6000,1,susana,5/21/2018 10:12,2/17/2025 11:35,susana,192.168.0.102,192.168.0.114
14,367,AHV620S,1,SUSANA,5/22/2018 12:05,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,368,X550,1,susana,1/14/2019 11:47,2/17/2025 11:35,susana,192.168.0.100,192.168.0.114
14,369,R-UPR 1008,1,susana,11/19/2019 10:39,2/17/2025 11:35,susana,192.168.0.112,192.168.0.114
14,370,VS800AVR,1,SUSANA,6/30/2020 12:28,2/17/2025 11:35,susana,192.168.0.122,192.168.0.114
14,371,GK-150001,1,susana,11/27/2020 12:07,2/17/2025 11:35,susana,192.168.0.101,192.168.0.114
14,372,FACECAM 1000X,1,susana,2/17/2021 11:49,2/17/2025 11:35,susana,192.168.0.101,192.168.0.114
14,373,INTERNET 750VA,1,susana,5/25/2021 11:45,2/17/2025 11:35,susana,192.168.0.101,192.168.0.114
14,374,WM1807B,1,susana,1/18/2022 11:44,2/17/2025 11:35,susana,192.168.0.102,192.168.0.114
14,375,972-WTWPBT6008WH,1,susana,1/18/2022 11:44,2/17/2025 11:35,susana,192.168.0.102,192.168.0.114
14,376,TS 3110,1,susana,1/18/2022 11:44,2/17/2025 11:35,susana,192.168.0.102,192.168.0.114
14,377,VS650T,1,susana,12/21/2022 10:50,2/17/2025 11:35,susana,192.168.0.110,192.168.0.114
14,378,SEER 13 R410 220V,1,SUSANA,9/10/2024 11:45,2/17/2025 11:35,susana,192.168.0.116,192.168.0.114
14,379,EQC153MBHW,1,susana,10/18/2024 15:30,2/17/2025 11:35,susana,192.168.0.106,192.168.0.114
14,380,AXIUM DX4000,1,susana,2/17/2025 11:26,2/17/2025 11:26,susana,192.168.0.114,192.168.0.114
15,1,Depreciable,1,admin,1/10/2006 18:39,4/14/2007 10:24,admin,192.168.0.162,192.168.0.162
15,2,Sin Deducción,1,admin,1/10/2006 18:39,4/14/2007 10:24,admin,192.168.0.162,192.168.0.162
15,3,No Depreciable,1,admin,1/10/2006 18:39,4/14/2007 10:24,admin,192.168.0.162,192.168.0.162
15,4,En Renta,1,admin,1/10/2006 18:39,4/14/2007 10:24,admin,192.168.0.162,192.168.0.162
15,5,En Comodato,1,admin,1/10/2006 18:39,4/14/2007 10:24,admin,192.168.0.162,192.168.0.162
16,1,Intenso,1,admin,1/10/2006 18:39,4/14/2007 10:24,admin,192.168.0.162,192.168.0.162
16,2,Regular,1,admin,1/10/2006 18:39,4/14/2007 10:24,admin,192.168.0.162,192.168.0.162
16,3,Bajo,1,admin,1/10/2006 18:39,4/14/2007 10:24,admin,192.168.0.162,192.168.0.162
16,4,Fuera de Uso,1,admin,1/10/2006 18:39,4/14/2007 10:24,admin,192.168.0.162,192.168.0.162
17,1,NUEVO 100%,1,admin,1/10/2006 18:39,6/17/2010 12:04,susana,192.168.0.162,192.168.0.100
17,2,BUENO 75%,1,admin,1/10/2006 18:39,6/17/2010 12:04,susana,192.168.0.162,192.168.0.100
17,3,REGULAR 50%,1,admin,1/10/2006 18:39,6/17/2010 12:04,susana,192.168.0.162,192.168.0.100
17,4,REPARADO 25%,1,admin,1/10/2006 18:39,6/17/2010 12:04,susana,192.168.0.162,192.168.0.100
17,5,NO FUNCIONA 0%,1,susana,6/17/2010 12:03,6/17/2010 12:03,susana,192.168.0.100,192.168.0.100
18,1,Consultorio 1,1,admin,1/21/2006 11:45,10/4/2011 9:44,SUSANA,192.168.0.162,192.168.0.150
