iIdFormapago,iIdFactura,sIdFormaPago,sidBanco,vReferencia,dValor,dFechaPago,dDescuento
4892,4891,2,0,PANORAMICA E IMPRESIÓN,20,3/23/2015 0:00,0
4893,4892,2,0,PANORAMICA ,15,3/24/2015 0:00,0
4894,4893,3,0,VISA  LOTE # 1438,14.63,3/27/2015 0:00,0.37
4895,4894,2,0,PANORAMICA ,15,3/24/2015 0:00,0
4896,4895,3,0,DINERS CLUB LOTE # 1437,14.02,3/27/2015 0:00,0.98
4897,4896,2,0,PANORAMICA ,15,3/24/2015 0:00,0
4898,4897,2,0,PANORAMICA ,15,3/24/2015 0:00,0
4899,4898,2,0,PANORAMICA E IMPRESIÓN,20,3/24/2015 0:00,0
4900,4899,2,0,PANORAMICA LAT. CRANEO E IMPRESION,40,3/25/2015 0:00,0
4901,4900,4,0,CH 686 CTA CTE 2100054129 BCO PICHINCHA,15,3/25/2015 0:00,0
4902,4901,3,0,VISA  LOTE # 1445,38.4,3/27/2015 0:00,1.6
4903,4902,2,0,PANORAMICA ,15,3/26/2015 0:00,0
4904,4903,2,0,PANORAMICA ,15,3/26/2015 0:00,0
4905,4904,2,0,PANORAMICA ,15,3/26/2015 0:00,0
4906,4905,3,0,DINERS CLUB LOTE # 1447,32.72,4/2/2015 0:00,2.28
4907,4906,4,2,SEMANA DE 20/03--26/03 LABORATORIO,147,3/27/2015 0:00,0
4908,4907,4,0,PANORAMICA ,15,3/27/2015 0:00,0
4909,4908,3,0,PANORAMICA ,14.02,4/2/2015 0:00,0.98
4910,4909,2,0,PANORAMICA ,15,3/27/2015 0:00,0
4911,4910,2,0,PANORAMICA ,15,3/27/2015 0:00,0
4912,4911,2,0,PANORAMICA E IMPRESIÓN,20,3/27/2015 0:00,0
4913,4912,2,0,PANORAMICA ,15,3/28/2015 0:00,0
4914,4913,2,0,PANORAMICA ,15,3/28/2015 0:00,0
4915,4914,2,0,PANORAMICA ,15,3/28/2015 0:00,0
4916,4915,2,0,PANORAMICA ,15,3/28/2015 0:00,0
4917,4916,2,0,PANORAMICA ,15,3/28/2015 0:00,0
4918,4917,2,0,IMPRESION DE PANORAMICA ,5,3/28/2015 0:00,0
4919,4918,3,0,DINERS CLUB LOTE # 1455,14.02,4/2/2015 0:00,0.98
4920,4919,2,0,PANORAMICA ,15,3/30/2015 0:00,0
4921,4920,2,0,PANORAMICA ,15,3/30/2015 0:00,0
4922,4921,2,0,PANORAMICA ,15,3/30/2015 0:00,0
4923,4922,2,0,PANORAMICA ,15,3/30/2015 0:00,0
4924,4923,2,0,PANORAMICA ,15,3/30/2015 0:00,0
4925,4924,2,0,LATERAL DE CRANEO E IMPRESION ,20,3/30/2015 0:00,0
4926,4925,2,0,PERIAPICAL ,5,3/31/2015 0:00,0
4927,4926,2,0,PANORAMICA ,15,3/31/2015 0:00,0
4928,4927,4,0,CTA CTE  0935018813 BCO BOLIVARIANO ,40,3/31/2015 0:00,0
4929,4928,3,0,VISA  LOTE # 1463,14.02,4/2/2015 0:00,0.98
4930,4929,2,0,PANORAMICA ,15,3/31/2015 0:00,0
4931,4930,2,0,PANORAMICA ,15,4/1/2015 0:00,0
4932,4931,2,0,PANORAMICA ,15,4/1/2015 0:00,0
4933,4932,2,0,PANORAMICA ,15,4/2/2015 0:00,0
4934,4933,2,0,PANORAMICA ,15,4/2/2015 0:00,0
4935,4934,2,0,PANORAMICA ,15,4/2/2015 0:00,0
4936,4935,2,0,PANORAMICA ,15,4/6/2015 0:00,0
4937,4936,2,0,PANORAMICA ,15,4/6/2015 0:00,0
4938,4937,2,0,PANORAMICA ,15,4/6/2015 0:00,0
4939,4938,3,0,VISA LOTE # 1476,14.02,4/10/2015 0:00,0.98
4940,4939,2,0,PANORAMICA ,15,4/6/2015 0:00,0
4941,4940,2,0,PANORAMICA ,15,4/6/2015 0:00,0
4942,4941,2,0,PANORAMICA ,15,4/6/2015 0:00,0
4943,4942,3,0,AMERICAN EXPRES LOTE # 1478,13.49,4/10/2015 0:00,1.51
4944,4943,2,0,PANORAMICA ,15,4/7/2015 0:00,0
4945,4944,2,0,PANORAMICA ,15,4/7/2015 0:00,0
4946,4945,2,0,PANORAMICA ,15,4/7/2015 0:00,0
4947,4946,2,0,PANORAMICA E IMPRESIÓN,15,4/7/2015 0:00,0
4948,4947,2,0,PANORAMICA,15,4/7/2015 0:00,0
4949,4948,2,0,IMPRESION,5,4/7/2015 0:00,0
4950,4949,2,0,PANORAMICA + IMPRESION,20,4/7/2015 0:00,0
4951,4950,2,0,PANORAMICA ,15,4/8/2015 0:00,0
4952,4951,2,0,PANORAMICA ,15,4/8/2015 0:00,0
4953,4952,2,0,PANORAMICA ,15,4/8/2015 0:00,0
4954,4953,2,0,PANORAMICA LAT. CRANEO E IMPRESION,35,4/8/2015 0:00,0
4955,4954,2,0,PANORAMICA ,15,4/8/2015 0:00,0
4956,4955,2,0,PANORAMICA ,15,4/8/2015 0:00,0
4957,4956,3,0,MASTERCARD LOTE # 1480,14.11,4/10/2015 0:00,0.89
4958,4957,2,0,IMPRESION DE PANORAMICA ,5,4/8/2015 0:00,0
4959,4958,2,0,PANORAMICA ,15,4/8/2015 0:00,0
4960,4959,3,0,MASTERCARD LOTE # 1483,18.7,4/10/2015 0:00,1.3
4961,4960,2,0,PERIAPICAL ,5,4/8/2015 0:00,0
4962,4961,2,0,PANORAMICA ,15,4/8/2015 0:00,0
4963,4962,2,0,PANORAMICA ,15,4/9/2015 0:00,0
4964,4963,2,0,PANORAMICA E IMPRESIÓN Y PERIAPICAL,25,4/9/2015 0:00,0
4965,4964,2,0,PANORAMICA E IMPRESIÓN,20,4/9/2015 0:00,0
4966,4965,2,0,PANORAMICA,15,4/9/2015 0:00,0
4967,4966,2,0,PANORAMICA,15,4/10/2015 0:00,0
4968,4967,2,0,PANORAMICA,15,4/10/2015 0:00,0
4969,4968,4,3,CHEQUE 1475,15,4/10/2015 0:00,0
4970,4969,3,2,LOTE1487,14.02,4/17/2015 0:00,0.98
4971,4970,4,2,SEMANA DE LAB 27/03-02/04,83,4/10/2015 0:00,0
4972,4971,4,2,SEMANA DE LAB HASTA EL 9/04,60,4/10/2015 0:00,0
4973,4972,2,0,PERIAPICAL 47/48,5,4/10/2015 0:00,0
4974,4973,3,3,LOTE 1490,33.32,4/17/2015 0:00,1.68
4975,4974,2,0,PANORAMICA,15,4/10/2015 0:00,0
4976,4975,2,0,PANORAMICA,15,4/11/2015 0:00,0
4977,4976,2,0,PANORAMICA,15,4/11/2015 0:00,0
4978,4977,2,0,PANORAMICA,15,4/11/2015 0:00,0
4979,4978,2,0,PANORAMICA + IMPR,20,4/11/2015 0:00,0
4980,4979,2,0,PANORAMICA + IMPR,20,4/11/2015 0:00,0
4981,4980,2,0,PANORAMICA,15,4/11/2015 0:00,0
4982,4981,2,0,PANORAMICA,15,4/11/2015 0:00,0
4983,4982,2,0,PANO+LC+IMPR,35,4/11/2015 0:00,0
4984,4983,3,2,LOTE 1495,18.69,4/17/2015 0:00,1.31
4985,4984,2,0,PANORAMICA ,15,4/13/2015 0:00,0
4986,4985,2,0,PANORAMICA,15,4/13/2015 0:00,0
4987,4986,2,0,PANORAMICA,15,4/13/2015 0:00,0
4988,4987,3,2,PANORAMICA + IMPRESION,20,4/18/2015 0:00,0
4989,4988,3,3,LOTE2397 (ROSI),33.32,4/17/2015 0:00,1.68
4990,4989,2,0,PANORAMICA ,15,4/13/2015 0:00,0
4991,4990,2,0,PANORAMICA LAT. CRANEO E IMPRESION,35,4/13/2015 0:00,0
4992,4991,2,0,PANORAMICA,15,4/14/2015 0:00,0
4993,4992,2,0,PANORAMICA,15,4/14/2015 0:00,0
4994,4993,2,0,PANORAMICA,15,4/14/2015 0:00,0
4995,4994,2,0,PANORAMICA,15,4/14/2015 0:00,0
4996,4995,2,0,PANORAMICA E IMPRESIÓN,20,4/15/2015 0:00,0
4997,4996,2,0,PERIAPICAL ,5,4/15/2015 0:00,0
4998,4997,2,0,PANORAMICA,15,4/15/2015 0:00,0
4999,4998,2,0,PANORAMICA E IMPRESIÓN,20,4/15/2015 0:00,0
5000,4999,3,13,PANORAMICA,14.02,4/17/2015 0:00,0.98
5001,5000,2,0,PANORAMICA,15,4/15/2015 0:00,0
5002,5001,2,0,PANORAMICA,15,4/15/2015 0:00,0
5003,5002,3,1,PANORAMICA,14.01,4/17/2015 0:00,0.99
5004,5003,2,0,PANORAMICA,15,4/16/2015 0:00,0
5005,5004,2,0,PANORAMICA,15,4/16/2015 0:00,0
5006,5005,2,0,PANORAMICA,15,4/16/2015 0:00,0
5007,5006,2,0,PANORAMICA,15,4/16/2015 0:00,0
5008,5007,2,0,PANORAMICA,15,4/16/2015 0:00,0
5009,5008,3,1,PANORAMICA,13.74,4/24/2015 0:00,1.26
5010,5009,4,2,SEMANA DE 10/04-16/04,160,4/17/2015 0:00,0
5011,5010,2,0,PANORAMICA,15,4/17/2015 0:00,0
5012,5011,3,7,PANORAMICA Y LATERAL DE CRANEO,28.05,4/24/2015 0:00,1.95
5013,5012,2,0,PANORAMICA Y ARTICULACION TEMPOROMANDIBULAR,30,4/17/2015 0:00,0
5014,5013,2,0,PANORAMICA LAT. CRANEO E IMPRESION,40,4/17/2015 0:00,0
5015,5014,2,0,PANORAMICA,15,4/17/2015 0:00,0
5016,5015,2,0,IMPRESION DE PANORAMICA ,5,4/17/2015 0:00,0
5017,5016,3,3,PANORAMICA Y ARTICULACION TEMPOROMANDIBULAR,28.52,4/24/2015 0:00,1.48
5018,5017,2,0,PANORAMICA,15,4/18/2015 0:00,0
5019,5018,2,0,PANORAMICA,15,4/18/2015 0:00,0
5020,5019,2,0,PANORAMICA LAT. CRANEO E IMPRESION,40,4/20/2015 0:00,0
5021,5020,3,2,PANORAMICA,14.02,4/24/2015 0:00,0.98
5022,5021,2,0,PANORAMICA,15,4/20/2015 0:00,0
5023,5022,2,0,PANORAMICA,15,4/20/2015 0:00,0
5024,5023,2,0,IMPRESION DE PANORAMICA ,5,4/20/2015 0:00,0
5025,5024,2,0,PANORAMICA,15,4/20/2015 0:00,0
5026,5025,2,0,PANORAMICA E IMPRESIÓN,20,4/20/2015 0:00,0
5027,5026,2,0,PANORAMICA,15,4/20/2015 0:00,0
5028,5027,3,3,PERIAPICAL ,4.67,4/24/2015 0:00,0.33
5029,5028,4,2,PANORAMICA LAT. CRANEO E IMPRESION,35,4/21/2015 0:00,0
5030,5029,2,0,PANORAMICA,15,4/21/2015 0:00,0
5031,5030,3,2,1533,32.72,4/24/2015 0:00,2.28
5032,5031,2,0,PANORAMICA ,15,4/22/2015 0:00,0
5033,5032,3,3,1538,14.02,4/24/2015 0:00,0.98
5034,5033,3,2,1539,14.4,4/24/2015 0:00,0.6
5035,5034,2,0,PANORAMICA,15,4/23/2015 0:00,0
5036,5035,3,2,1543,14.02,4/30/2015 0:00,0.98
5037,5036,2,0,PANORAMICA,15,4/23/2015 0:00,0
5038,5037,4,2,SEMANA DE TRABAJO DE17/04-23/04,153,4/24/2015 0:00,0
5039,5038,2,0,PANORAMICA,15,4/24/2015 0:00,0
5040,5039,2,0,PERIAPICAL ,5,4/24/2015 0:00,0
5041,5040,3,3,1551,14.02,4/30/2015 0:00,0.98
5042,5041,3,2,PANORAMICA,14.02,4/30/2015 0:00,0.98
5043,5042,2,0,PANORAMICA,15,4/24/2015 0:00,0
5044,5043,2,0,PANORAMICA LAT. CRANEO E IMPRESION,40,4/24/2015 0:00,0
5045,5044,2,0,LATERAL DE CRANEO E IMPRESION ,20,4/24/2015 0:00,0
5046,5045,2,0,PANO+LC+IMPR,35,4/25/2015 0:00,0
5047,5046,2,0,PANO+IMP,20,4/25/2015 0:00,0
5048,5047,2,0,ATM,15,4/25/2015 0:00,0
5049,5048,2,0,PANO,15,4/25/2015 0:00,0
5050,5049,2,0,PANORAMICA,15,4/25/2015 0:00,0
5051,5050,2,0,PANORAMICA,15,4/25/2015 0:00,0
5052,5051,2,0,PERIAPICAL,5,4/25/2015 0:00,0
5053,5052,2,0,PANORAMICA,15,4/25/2015 0:00,0
5054,5053,3,2,LOTE 1558,14.02,4/30/2015 0:00,0.98
5055,5054,3,2,LOTE 1560,14.02,4/30/2015 0:00,0.98
5056,5055,2,0,PANORAMICA,15,4/27/2015 0:00,0
5057,5056,2,0,PANORAMICA ,15,4/27/2015 0:00,0
5058,5057,3,4,1565,14.02,4/30/2015 0:00,0.98
5059,5058,2,0,PANORAMICA,15,4/27/2015 0:00,0
5060,5059,2,0,PANORAMICA,15,4/27/2015 0:00,0
5061,5060,2,0,PANORAMICA,15,4/28/2015 0:00,0
5062,5061,2,0,PANORAMICA,15,4/28/2015 0:00,0
5063,5062,2,0,PANORAMICA,15,4/28/2015 0:00,0
5064,5063,2,0,PANORAMICA LAT. CRANEO E IMPRESION,40,4/28/2015 0:00,0
5065,5064,2,0,PANORAMICA ,15,4/28/2015 0:00,0
5066,5065,2,0,PANORAMICA,15,4/28/2015 0:00,0
5067,5066,2,0,PANORAMICA LAT. CRANEO E IMPRESION,35,4/28/2015 0:00,0
5068,5067,2,0,PANORAMICA,15,4/28/2015 0:00,0
5069,5068,2,0,PANORAMICA LAT. CRANEO E IMPRESION,35,4/28/2015 0:00,0
5070,5069,3,3,PANORAMICA,14.11,4/30/2015 0:00,0.89
5071,5070,2,0,PANORAMICA,15,4/29/2015 0:00,0
5072,5071,2,0,PERIAPICAL ,5,4/29/2015 0:00,0
5073,5072,2,0,PANORAMICA E IMPRESIÓN,20,4/29/2015 0:00,0
5074,5073,2,0,PANORAMICA E IMPRESIÓN,20,4/29/2015 0:00,0
5075,5074,2,0,PANORAMICA,15,4/29/2015 0:00,0
5076,5075,2,0,PANORAMICA ,15,4/29/2015 0:00,0
5077,5076,2,0,PANORAMICA,15,4/30/2015 0:00,0
5078,5077,2,0,PERIAPICAL ,5,4/30/2015 0:00,0
5079,5078,3,2,PANORAMICA,14.02,5/8/2015 0:00,0.98
5080,5079,2,0,PANORAMICA,15,4/30/2015 0:00,0
5081,5080,2,0,PANORAMICA E IMPRESIÓN,20,4/30/2015 0:00,0
5082,5081,2,0,LATERAL DE CRANEO E IMPRESION ,20,5/1/2015 0:00,0
5083,5082,2,0,PANORAMICA,15,5/1/2015 0:00,0
5084,5083,4,2,SEMANA DE 24/04--30/04 LABORATORIO,184,5/4/2015 0:00,0
5085,5084,2,0,PANORAMICA,15,5/4/2015 0:00,0
5086,5085,2,0,PANORAMICA E IMPRESIÓN,20,5/4/2015 0:00,0
5087,5086,2,0,PANORAMICA,15,5/4/2015 0:00,0
5088,5087,2,0,PANORAMICA,20,5/4/2015 0:00,0
5089,5088,2,0,PANORAMICA,15,5/4/2015 0:00,0
5090,5089,3,2,LOTE 1583,14.02,5/8/2015 0:00,0.98
5091,5090,3,0,LOTE 1581,14.11,5/8/2015 0:00,0.89
5092,5091,2,0,IMPRESION DE PANORAMICA,5,5/4/2015 0:00,0
5093,5092,3,1,LOTE 1587,13.76,5/8/2015 0:00,1.24
5094,5093,3,2,LOTE 1589,14.02,5/8/2015 0:00,0.98
5095,5094,3,1,LOTE 1588,13.77,5/8/2015 0:00,1.23
5096,5095,2,0,PANORAMICA,15,5/5/2015 0:00,0
5097,5096,2,0,PANO + IMPRESION,20,5/5/2015 0:00,0
5098,5097,2,0,PANORAMICA,15,5/6/2015 0:00,0
5099,5098,2,0,PANORAMICA,15,5/6/2015 0:00,0
5100,5099,2,0,PANORAMICA,15,5/6/2015 0:00,0
5101,5100,2,0,PANORAMICA,15,5/6/2015 0:00,0
5102,5101,2,0,PANORAMICA,15,5/7/2015 0:00,0
5103,5102,2,0,PANORAMICA,15,5/7/2015 0:00,0
5104,5103,2,0,PANORAMICA,15,5/7/2015 0:00,0
5105,5104,2,0,PANORAMICA,15,5/7/2015 0:00,0
5106,5105,2,0,IMPRESION DE PANORAMICA ,5,5/7/2015 0:00,0
5107,5106,2,0,IMPRESION DE PANORAMICA ,5,5/7/2015 0:00,0
5108,5107,2,0,PANORAMICA,15,5/7/2015 0:00,0
5109,5108,2,0,PANORAMICA,15,5/7/2015 0:00,0
5110,5109,4,3,PANORAMICA,15,5/7/2015 0:00,0
5111,5110,2,0,IMPRESION DE PANORAMICA ,5,5/7/2015 0:00,0
5112,5111,2,0,IMPRESION DE PANORAMICA ,5,5/7/2015 0:00,0
5113,5112,2,0,PANORAMICA,15,5/8/2015 0:00,0
5114,5113,2,0,PANORAMICA,15,5/8/2015 0:00,0
5115,5114,4,2,SEMANA DEL 1/05-07/05 LABORATORIO,92,5/8/2015 0:00,0
5116,5115,2,0,PANORAMICA,15,5/8/2015 0:00,0
5117,5116,2,0,IMPRESION DE PANORAMICA ,5,5/8/2015 0:00,0
5118,5117,2,0,PANORAMICA,15,5/8/2015 0:00,0
5119,5118,2,0,IMPRESION DE PANORAMICA ,5,5/8/2015 0:00,0
5120,5119,3,2,LOTE 1606,14.02,5/15/2015 0:00,0.98
5121,5120,2,0,PANORAMICA,15,5/9/2015 0:00,0
5122,5121,2,0,PANORAMICA,15,5/9/2015 0:00,0
5123,5122,2,0,PANORAMICA,15,5/9/2015 0:00,0
5124,5123,2,0,PANORAMICA,15,5/9/2015 0:00,0
5125,5124,2,0,PANORAMICA ,15,5/11/2015 0:00,0
5126,5125,2,0,PANORAMICA,15,5/11/2015 0:00,0
5127,5126,2,0,PANORAMICA,15,5/11/2015 0:00,0
5128,5127,2,0,PANORAMICA,15,5/11/2015 0:00,0
5129,5128,2,0,PANORAMICA,15,5/11/2015 0:00,0
5130,5129,2,0,PANORAMICA ,15,5/11/2015 0:00,0
5131,5130,2,0,LATERAL DE CRANEO E IMPRESION ,20,5/11/2015 0:00,0
5132,5131,2,0,PANORAMICA ,15,5/11/2015 0:00,0
5133,5132,2,0,IMPRESION DE PANORAMICA ,5,5/11/2015 0:00,0
5134,5133,2,0,PANORAMICA,15,5/12/2015 0:00,0
5135,5134,2,0,PANORAMICA,15,5/12/2015 0:00,0
5136,5135,3,2,1612,20,5/12/2015 0:00,0
5137,5136,2,0,PANORAMICA,15,5/12/2015 0:00,0
5138,5137,2,0,PANORAMICA,15,5/12/2015 0:00,0
5139,5138,2,0,PANORAMICA,15,5/12/2015 0:00,0
5140,5139,2,0,PANORAMICA ,15,5/13/2015 0:00,0
5141,5140,2,0,PANORAMICA,15,5/13/2015 0:00,0
5142,5141,3,0,LOTE1613,14.02,5/15/2015 0:00,0.98
5143,5142,2,0,PANORAMICA,15,5/14/2015 0:00,0
5144,5143,3,1,PAGO EN CDA/KATHERINE,15,5/15/2015 0:00,0
5145,5144,2,0,PANORAMICA,15,5/14/2015 0:00,0
5146,5145,2,0,PANORAMICA,15,5/15/2015 0:00,0
5147,5146,2,0,PANORAMICA,15,5/15/2015 0:00,0
5148,5147,4,2,SEMANA DE 08/05-14/05 LABORATORIO,93,5/15/2015 0:00,0
5149,5148,2,0,PANORAMICA,15,5/15/2015 0:00,0
5150,5149,2,0,PANORAMICA E IMPRESIÓN,20,5/15/2015 0:00,0
5151,5150,2,0,PANORAMICA,15,5/15/2015 0:00,0
5152,5151,2,0,PANORAMICA E IMPRESIÓN,20,5/15/2015 0:00,0
5153,5152,2,0,PANORAMICA ,15,5/16/2015 0:00,0
5154,5153,3,1,LOTE1624,13.49,5/22/2015 0:00,1.51
5155,5154,2,0,PANORAMICA,15,5/16/2015 0:00,0
5156,5155,2,0,PANORAMICA E IMPRESIÓN,20,5/16/2015 0:00,0
5157,5156,2,0,PANORAMICA,15,5/16/2015 0:00,0
5158,5157,2,0,PANORAMICA,15,5/16/2015 0:00,0
5159,5158,2,0,PANORAMICA,15,5/16/2015 0:00,0
5160,5159,2,0,PANORAMICA ,15,5/16/2015 0:00,0
5161,5160,2,0,LATERAL DE CRANEO E IMPRESION ,20,5/16/2015 0:00,0
5162,5161,2,0,LATERAL DE CRANEO E IMPRESION ,20,5/18/2015 0:00,0
5163,5162,2,0,PANORAMICA,15,5/18/2015 0:00,0
5164,5163,2,0,PANORAMICA,15,5/18/2015 0:00,0
5165,5164,2,0,PANORAMICA,15,5/18/2015 0:00,0
5166,5165,2,0,PANORAMICA,15,5/19/2015 0:00,0
5167,5166,2,0,PANORAMICA E IMPRESIÓN,20,5/19/2015 0:00,0
5168,5167,2,0,PANORAMICA,15,5/19/2015 0:00,0
5169,5168,2,0,PANORAMICA ,15,5/19/2015 0:00,0
5170,5169,2,0,PANORAMICA,15,5/19/2015 0:00,0
5171,5170,3,2,LOTE1634,14.02,5/22/2015 0:00,0.98
5172,5171,2,0,PANORAMICA,15,5/19/2015 0:00,0
5173,5172,2,0,PANORAMICA,15,5/20/2015 0:00,0
5174,5173,2,0,PANORAMICA E IMPRESIÓN,20,5/20/2015 0:00,0
5175,5174,2,0,PANORAMICA E IMPRESIÓN,20,5/20/2015 0:00,0
5176,5175,2,0,PANORAMICA,15,5/20/2015 0:00,0
5177,5176,2,0,PANORAMICA ,15,5/20/2015 0:00,0
5178,5177,2,0,PANORAMICA,15,5/20/2015 0:00,0
5179,5178,3,7,LOTE1639,12.97,5/29/2015 0:00,2.03
5180,5179,2,0,PANORAMICA,15,5/21/2015 0:00,0
5181,5180,3,2,PAGO EN CDA/KATHERINE,15,5/21/2015 0:00,0
5182,5181,3,2,LOTE1642,14.02,5/29/2015 0:00,0.98
5183,5182,2,0,IMPRESION DE PANORAMICA ,5,5/21/2015 0:00,0
5184,5183,2,0,PANORAMICA,15,5/21/2015 0:00,0
5185,5184,2,0,PANORAMICA ,15,5/21/2015 0:00,0
5186,5185,3,1,LOTE 1643,14.02,5/29/2015 0:00,0.98
5187,5186,2,0,PANORAMICA ,15,5/22/2015 0:00,0
5188,5187,2,0,PANORAMICA,15,5/22/2015 0:00,0
5189,5188,4,2,SEMANA DE 15/05--21/05 LAB,110,5/22/2015 0:00,0
5190,5189,3,2,LOTE 1647,32.72,5/29/2015 0:00,2.28
5191,5190,2,0,PANORAMICA,15,5/22/2015 0:00,0
5192,5191,3,2,lote1650,14.02,5/29/2015 0:00,0.98
5193,5192,3,0,Lote #1648,14.02,5/29/2015 0:00,0.98
5194,5193,3,2,LOTE 1648,14.03,5/29/2015 0:00,0.97
5195,5194,2,0,PANORAMICA ,15,5/22/2015 0:00,0
5196,5195,2,0,PANORAMICA,15,5/23/2015 0:00,0
5197,5196,2,0,PANORAMICA,15,5/23/2015 0:00,0
5198,5197,2,0,PANORAMICA ,15,5/23/2015 0:00,0
5199,5198,2,0,LATERAL DE CRANEO E IMPRESION ,15,5/23/2015 0:00,0
5200,5199,2,0,IMPRESION DE PANORAMICA ,5,5/23/2015 0:00,0
5201,5200,3,2,LOTE 1656,14.02,5/29/2015 0:00,0.98
5202,5201,2,0,PANORAMICA E IMPRESIÓN,20,5/25/2015 0:00,0
5203,5202,2,0,PANORAMICA E IMPRESIÓN,20,5/25/2015 0:00,0
5204,5203,2,0,PANORAMICA,15,5/25/2015 0:00,0
5205,5204,2,0,PANORAMICA,15,5/25/2015 0:00,0
5206,5205,2,0,PANORAMICA ,15,5/25/2015 0:00,0
5207,5206,3,2,LOTE 1659,18.91,5/29/2015 0:00,1.09
5208,5207,3,2,LOTE 1661,14.02,5/29/2015 0:00,0.98
5209,5208,3,2,LOTE 1663,18.7,5/29/2015 0:00,1.3
5210,5209,3,2,LOTE 1666,14.02,5/29/2015 0:00,0.98
5211,5210,3,2,LOTE 1667,14.02,5/29/2015 0:00,0.98
5212,5211,2,0,PANORAMICA ,15,5/26/2015 0:00,0
5213,5212,2,0,PANORAMICA E IMPRESIÓN,20,5/27/2015 0:00,0
5214,5213,2,0,PANORAMICA,15,5/27/2015 0:00,0
5215,5214,2,0,PANORAMICA,15,5/27/2015 0:00,0
5216,5215,2,0,PANORAMICA,15,5/27/2015 0:00,0
5217,5216,3,2,LOTE 1676,14.02,6/5/2015 0:00,0.98
5218,5217,2,0,PANORAMICA,15,5/28/2015 0:00,0
5219,5218,2,0,PANORAMICA,15,5/29/2015 0:00,0
5220,5219,4,2,SEMANA DE 22/05-28/05 LABORATORIO,161,5/29/2015 0:00,0
5221,5220,2,0,PANORAMICA,15,5/29/2015 0:00,0
5222,5221,3,2,LOTE 1681,32.72,6/5/2015 0:00,2.28
5223,5222,2,0,PANORAMICA,15,5/30/2015 0:00,0
5224,5223,2,0,PANORAMICA LAT. CRANEO E IMPRESION,35,5/30/2015 0:00,0
5225,5224,2,0,PANORAMICA,15,5/30/2015 0:00,0
5226,5225,3,3,LOTE 1686,14.02,6/5/2015 0:00,0.98
5227,5226,3,3,LOTE 1686,32.48,6/5/2015 0:00,2.52
5228,5227,2,0,PANORAMICA,15,6/1/2015 0:00,0
5229,5228,2,0,PANORAMICA ,15,6/1/2015 0:00,0
5230,5229,2,0,PANORAMICA,15,6/1/2015 0:00,0
5231,5230,2,0,PANORAMICA ,15,6/1/2015 0:00,0
5232,5231,2,0,IMPRESION DE PANORAMICA ,5,6/1/2015 0:00,0
5233,5232,2,0,PANORAMICA ,15,6/1/2015 0:00,0
5234,5233,2,0,PANORAMICA,15,6/1/2015 0:00,0
5235,5234,2,0,PANORAMICA ,15,6/1/2015 0:00,0
5236,5235,2,0,PANORAMICA,15,6/2/2015 0:00,0
5237,5236,2,0,PANORAMICA ,15,6/2/2015 0:00,0
5238,5237,2,0,PANORAMICA ,15,6/2/2015 0:00,0
5239,5238,2,0,PANORAMICA,15,6/3/2015 0:00,0
5240,5239,3,2,LOTE 1702,14.02,6/5/2015 0:00,0.98
5241,5240,2,0,PANORAMICA,15,6/3/2015 0:00,0
5242,5241,2,0,PANORAMICA ,15,6/3/2015 0:00,0
5243,5242,2,0,PANORAMICA ,15,6/4/2015 0:00,0
5244,5243,2,0,PANORAMICA ,15,6/4/2015 0:00,0
5245,5244,2,0,PANORAMICA,15,6/4/2015 0:00,0
5246,5245,2,0,PANORAMICA,15,6/4/2015 0:00,0
5247,5246,2,0,PANORAMICA ,15,6/4/2015 0:00,0
5248,5247,2,0,PANORAMICA LAT. CRANEO E IMPRESION,35,6/4/2015 0:00,0
5249,5248,2,0,PANORAMICA ,15,6/4/2015 0:00,0
5250,5249,2,0,PANORAMICA ,15,6/4/2015 0:00,0
5251,5250,2,0,IMPRESION DE PANORAMICA ,5,6/4/2015 0:00,0
5252,5251,4,2,SEMANA DE TRABAJO DEL 29/05--04/06,141,6/5/2015 0:00,0
5253,5252,2,0,PANORAMICA E IMPRESIÓN,20,6/5/2015 0:00,0
5254,5253,3,2,LOTE 1711,14.02,6/12/2015 0:00,0.98
5255,5254,2,0,PANORAMICA,15,6/5/2015 0:00,0
5256,5255,3,2,LOTE 1710,14.02,6/12/2015 0:00,0.98
5257,5256,2,0,PANORAMICA,15,6/5/2015 0:00,0
5258,5257,2,0,PANORAMICA,15,6/6/2015 0:00,0
5259,5258,2,0,PANORAMICA,15,6/6/2015 0:00,0
5260,5259,2,0,PANORAMICA,15,6/8/2015 0:00,0
5261,5260,2,0,PANORAMICA E IMPRESIÓN,20,6/8/2015 0:00,0
5262,5261,2,0,PANORAMICA,15,6/8/2015 0:00,0
5263,5262,3,2,PAGO EN CDA/KATHERINE,15,6/13/2015 0:00,0
5264,5263,2,0,PANORAMICA,15,6/8/2015 0:00,0
5265,5264,2,0,PANORAMICA,15,6/9/2015 0:00,0
5266,5265,2,0,PANORAMICA,15,6/9/2015 0:00,0
5267,5266,2,0,IMPRESION DE PANORAMICA ,5,6/9/2015 0:00,0
5268,5267,2,0,PANORAMICA,15,6/9/2015 0:00,0
5269,5268,2,0,PANORAMICA,15,6/10/2015 0:00,0
5270,5269,2,0,PANORAMICA E IMPRESIÓN,20,6/10/2015 0:00,0
5271,5270,2,0,PANORAMICA ,15,6/10/2015 0:00,0
