No#,DESCRIPCION ,DESCRIPCION EXTENDIDA,MARCA,MODELO,  No# SERIE,FAMILIA,COD CDA,FACTURA,PROVEEDOR,F# ADQ,V# ADQ,F# GT,UB,RESPONSABLE,EST
709,152,PEDIATRICO INFERIOR,111,19,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
710,121,CURVO CORTO,111,28,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
712,121,CURVO CORTO,111,29,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
713,121,CURVO CORTO,45,37,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
714,121,CURVO CORTO,111,28,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
715,121,CURVO CORTO,45,36,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
716,121,CURVO CORTO,46,37,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
718,121,CURVO CORTO,111,28,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
719,121,CURVO LARGO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
720,121,CURVO LARGO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
721,121,CURVO LARGO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
722,121,CURVO LARGO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
723,121,CURVO LARGO,112,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
724,121,CURVO LARGO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
725,121,CURVO LARGO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
726,121,CURVO LARGO,112,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
727,152,CUERO DE VACA,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
728,196,Ninguno,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
729,196,Ninguno,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
730,196,Ninguno,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
731,196,Ninguno,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
732,205,Ninguno,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
733,205,Ninguno,181,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
734,246,Ninguno,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
735,246,Ninguno,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
736,246,Ninguno,112,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
737,246,Ninguno,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
738,251,Ninguno,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
739,251,Ninguno,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
740,248,Ninguno,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
741,248,Ninguno,112,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
742,249,CURVA,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
743,249,CURVA,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
744,249,RECTA,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
745,249,RECTA,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
746,249,RECTA,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
747,249,RECTA,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
748,261,Ninguno,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
749,261,Ninguno,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
750,261,Ninguno,47,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
751,261,Ninguno,112,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
752,298,GRANDE,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
753,298,Ninguno,94,69,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
754,298,MEDIANO,11,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
756,302,CURVO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
757,302,FINO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
758,302,FINO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
759,324,CURVA,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
760,324,CURVA,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
761,324,CURVA,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
762,324,RECTA,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
763,44,Ninguno,87,146,DI-320165,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
764,44,Ninguno,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
765,2,PEQUEÑO PLASTICO CELESTE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,R
766,2,PEQUEÑO METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
767,27,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
768,27,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
769,27,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
770,31,PLASTICO  ,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
771,31,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
772,36,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
773,42,REDONDA PORTA INSTRUMENTAL,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
774,42,CUADRADA PORTA INSTRUMENTAL,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
775,294,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
776,54,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
777,54,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
778,54,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
779,54,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
780,54,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
781,54,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
782,54,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
783,54,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
784,104,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
785,104,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
786,104,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
787,104,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
788,104,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
789,104,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
790,104,T.C,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
791,104,T.C,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
792,104,T.C,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
793,105,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
794,111,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
795,111,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
796,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
797,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
799,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
800,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
801,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
802,139,DE CEMENTO METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
803,139,DE CEMENTO METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
804,139,DE LECRON METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
805,147,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
806,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
807,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
808,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
809,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
810,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
811,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
812,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
813,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
814,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
815,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
816,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
817,138,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
818,139,PARA PASTA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
819,139,PARA PASTA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
820,139,PARA PASTA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
821,139,PARA PASTA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
822,139,PARA PASTA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
823,164,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,1B1R
824,164,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,1B1R
825,201,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
826,202,TRANSPARENTE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
827,202,TRANSPARENTE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
828,203,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
829,205,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
830,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
831,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
832,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
833,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
834,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
835,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
836,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
837,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
838,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
839,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
840,206,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
842,216,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
843,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
844,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
845,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
846,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
847,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
848,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
849,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
850,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
851,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
852,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
853,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
854,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
855,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
856,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
857,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
858,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
859,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
860,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
861,244,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
862,249,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
863,266,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
864,237,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
865,270,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
866,307,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
867,315,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
868,316,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
869,269,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
870,269,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
871,333,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
872,333,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
873,329,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
874,324,SACA PUNTOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
875,324,SACA PUNTOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
876,56,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
877,56,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
878,277,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
879,285,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
880,285,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
881,285,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
882,326, NEGRA METALICA,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
883,254,PLATEADA METALICA,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
32,221,TIPO CASILLERO 3 REPISAS 10x85 BLANCO,74,110,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
33,221,TIPO CASILLEROS 3 REPISAS 40x85 BLANCO,74,110,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
34,299,METALICA CUERINA NEGRA,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
35,299,METALICA CUERINA NEGRA,74,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
36,81,SIZE 17 x 14 ,91,146,918-1,4,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
37,47,PLASTICO AZUL,6,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,N
38,86,LEYENDA,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
39,126,METALICA   ,153,132,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
40,151,SENTRU,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
41,273,METALICO,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
42,238,PEQUEÑA METALICO AZUL,54,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
43,286,ROJA,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,R
44,313,METALICO BLANCO,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,R
45,313,CELESTE CON AZUL C/T,147,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
46,313,AZUL,147,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
47,313,LINEA PREMIUM,147,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
48,313,PLASTICO BLANCO,171,9,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
49,207,VERDE,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
50,232,GRIS,74,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
51,26,BEIGE CAFÉ,192,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
52,46,GRIS,76,146,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
53,79,AZUL,26,154,V619504AJ,2,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
54,80,Ninguno,194,162,5452F119610287,2,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
55,334,Ninguno,117,46,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,7,Andrea,B
56,85,BLANCO CON AZUL,88,65,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
57,65,BLANCO CON AZUL,75,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
58,163,SCANNER COPIADORA GRIS,83,115,CN4B5C5028,7,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
59,225,FLAT PANEL 17 NEGRO,100,129,L15305,7,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
60,234,BEIGE,88,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
61,319,NEGRO,10,146,S/N44106409,7,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
62,332,BLANCA,183,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
63,229,BLANCO   ,114,131,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
64,321,INALAMBRICO NEGRO,136,99,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
885,248,METALICA,109,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
886,248,MEDIS INOX,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
887,302,PUNTAS ANCHAS,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
888,302,PUNTAS ANCHAS,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
889,302,PUNTAS ANCHAS,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
890,302,CURVO PUNTAS FINAS,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
891,152,PEDIATRICO ,111,160,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
892,121,RECTO ANCHO,181,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
893,121,RECTO ANCHO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
894,121,RECTO ANCHO,193,79,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
895,121,RECTO ANCHO,79,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
896,121,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
897,121,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
898,121,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
899,121,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
900,121,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
901,121,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
902,121,FINO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
903,121,FINO,156,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
904,279,25K,39,11,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
905,279,25K,157,10,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
906,279,25K,157,12,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
907,104,# 5,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
908,104,# 5,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
909,104,# 14,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
910,112,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
911,112,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
912,139,LECRON,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
913,139,DE RESINA  PF 14,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
914,36,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
915,36,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
916,105,Ninguno,47,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
917,324,RECTA,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
918,139,PARA PASTA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
919,139,PARA PASTA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
920,270,Ninguno,184,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
921,164,Ninguno,80,146,100-9808,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
922,294,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
923,294,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
66,286,BEIGE,185,146,E128811,6,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
67,34,BLANCO CON NEGRO,130,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
68,132,BLANCO CON NEGRO,130,33,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
69,221,CAFÉ CON CAJON,157,110,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,8,rmoreira,B
