iIdBodegaSolicita,iIdMovimiento,iIdproducto,dCantidad,dCantidadAprobada,iIdProveedor,dValorUnitario,cEstado,bEstado,StockActual,NumFactura
1,252,142,2.0000,2.0000,22,0.8500,E,1,2.00,076-049-00008664
1,252,122,5.0000,5.0000,22,0.8100,E,1,6.00,076-049-00008664
1,252,52,3.0000,3.0000,22,3.1500,E,1,3.00,076-049-00008664
1,252,42,3.0000,3.0000,22,1.4800,E,1,6.00,076-049-00008664
1,2,2,50.0000,50.0000,6,0.8400,E,1,50.00,002-001-0044551
1,2,5,30.0000,30.0000,2,0.9700,E,1,30.00,004-001-0081441
1,8,13,10.0000,10.0000,2,0.6200,E,1,10.00,004-001-0086797
1,8,14,10.0000,10.0000,2,0.4500,E,1,10.00,004-001-0086797
1,12,33,5.0000,3.0000,6,4.4600,E,1,3.00,002-001-0047230
1,12,34,10.0000,10.0000,6,0.2400,E,1,10.00,002-001-0047230
1,12,37,10.0000,10.0000,6,0.9000,E,1,10.00,002-001-0047230
1,14,45,2.0000,2.0000,22,0.7000,E,1,2.00,076-022-0032907
1,24,61,5.0000,5.0000,35,0.7300,E,1,5.00,001-001-000024027
1,24,64,10.0000,10.0000,35,0.3900,E,1,10.00,001-001-000024027
1,29,71,3.0000,3.0000,6,0.5900,E,1,3.00,002-001-000049814
1,29,3,10.0000,10.0000,6,1.0000,E,1,19.00,002-001-000049814
1,32,69,1.0000,1.0000,2,2.0900,E,1,1.00,004-001-0095914
1,35,92,9.0000,9.0000,53,0.7200,E,1,9.00,02032011
1,45,111,3.0000,3.0000,9,0.2000,E,1,3.00,20042011
1,48,1,1.0000,2.0000,2,40.3200,E,1,2.00,004-001-0102259
1,56,117,6.0000,6.0000,88,0.4000,E,1,6.00,08062011
1,57,118,6.0000,6.0000,NULL,NULL,X,1,0.00,
1,58,119,15.0000,15.0000,4,1.0500,E,1,15.00,001-001-000078577
1,58,118,6.0000,6.0000,106,1.0100,E,1,6.00,002-001-0000208
1,59,3,10.0000,10.0000,6,1.0100,E,1,10.00,002-001-000054321
1,60,121,15.0000,15.0000,4,1.1200,E,1,15.00,001-001-000082330
1,62,46,2.0000,2.0000,22,1.3600,E,1,2.00,076-047-000027518
1,76,1,1.0000,1.0000,2,40.3200,E,1,1.00,009-001-000004097
1,76,4,6.0000,6.0000,2,0.9100,E,1,8.00,009-001-000004097
1,83,130,2.0000,2.0000,16,1.8200,E,1,3.00,019-002-000035917
1,85,51,20.0000,20.0000,3,1.0000,E,1,42.00,0012057
1,85,3,15.0000,15.0000,3,1.4000,E,1,18.00,0012057
1,86,134,6.0000,6.0000,35,1.1200,E,1,6.00,003-001-000000675
1,94,142,6.0000,6.0000,22,0.8500,E,1,6.00,076-049-000001518
1,95,41,2.0000,2.0000,22,1.3600,E,1,2.00,09032012
1,98,110,24.0000,24.0000,19,2.8000,E,1,32.00,001-001-00010229
1,103,136,1.0000,1.0000,22,2.5900,E,1,1.00,11042012
1,107,1,1.0000,0.0000,2,0.0000,E,1,0.00,009-001-000019348
1,115,122,8.0000,8.0000,22,0.7800,E,1,8.00,076-017-000017760
1,117,116,6.0000,6.0000,13,0.3500,E,1,6.00,002-001-000066002
1,119,4,6.0000,6.0000,6,0.8600,E,1,15.00,002-001-000063786
1,119,111,2.0000,2.0000,6,0.3400,E,1,2.00,002-001-000063786
1,120,136,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,121,136,2.0000,2.0000,22,2.7400,E,1,3.00,076-012-000024572
1,122,10,2.0000,2.0000,4,69.8900,E,1,2.00,001-001-000111673
1,125,3,55.0000,55.0000,6,0.8900,E,1,61.00,002-001-000064580
1,127,153,1.0000,1.0000,4,63.1900,E,1,1.00,001-001-000114266
1,129,142,2.0000,2.0000,22,0.8500,E,1,7.00,076-045-000025820
1,132,110,24.0000,24.0000,19,3.1300,E,1,27.00,001-001-000011294
1,134,149,4.0000,4.0000,19,1.1500,E,1,5.00,001-001-000011501
1,135,37,100.0000,0.0000,2,0.0000,E,1,100.00,009-001-000030350
1,137,154,3.0000,3.0000,53,2.7400,E,1,3.00,17102012
1,137,155,3.0000,3.0000,53,2.7400,E,1,3.00,17102012
1,137,157,2.0000,2.0000,53,11.2000,E,1,2.00,17102012
1,138,41,2.0000,2.0000,22,1.0900,E,1,2.00,076-015-000032913
1,140,41,5.0000,5.0000,22,1.0300,E,1,5.00,076-046-000038880
1,140,142,2.0000,2.0000,22,0.8500,E,1,7.00,076-046-000038880
1,140,159,6.0000,6.0000,22,0.0600,E,1,6.00,076-046-000038880
1,141,148,2.0000,2.0000,107,62.7200,E,1,2.00,001-001-000039238
1,142,150,4.0000,4.0000,19,0.5900,E,1,7.00,001-001-000011690
1,145,150,4.0000,4.0000,19,0.5900,E,1,9.00,001-001-000011899
1,146,4,8.0000,8.0000,2,0.9500,E,1,21.00,009-001-000033660
1,149,138,1.0000,1.0000,22,2.8400,E,1,3.00,076-045-000048017
1,151,149,4.0000,4.0000,19,1.1500,E,1,10.00,001-001-000012072
1,160,115,24.0000,24.0000,109,0.0800,E,1,27.00,003-001-00000887
1,168,122,4.0000,4.0000,22,0.7800,E,1,4.00,076-048-000012485
1,173,2,55.0000,55.0000,2,1.0000,E,1,55.00,009-001-000044772
1,180,109,4.0000,4.0000,19,3.2400,E,1,8.00,001-001-000013182
1,189,51,50.0000,14.0000,2,0.6900,E,1,14.00,009-001-000048245
1,190,14,12.0000,12.0000,NULL,NULL,X,1,0.00,
1,195,149,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,198,2,50.0000,50.0000,2,0.7600,E,1,50.00,009-001-000050188
1,198,111,5.0000,5.0000,2,0.3700,E,1,5.00,009-001-000050188
1,198,69,1.0000,1.0000,2,2.2000,E,1,1.00,009-001-000050188
1,200,51,50.0000,50.0000,113,45.0000,E,1,85.00,001-001-000009301
1,204,160,12.0000,12.0000,22,0.4900,E,1,12.00,076-045-000028443
1,204,52,5.0000,5.0000,22,2.4200,E,1,5.00,076-045-000028443
1,205,115,100.0000,100.0000,16,0.1000,E,1,120.00,019-003-00024659
1,207,161,12.0000,12.0000,NULL,NULL,X,1,0.00,
1,207,2,10.0000,10.0000,NULL,NULL,X,1,0.00,
1,207,51,15.0000,15.0000,NULL,NULL,X,1,0.00,
1,207,4,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,208,52,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,208,160,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,208,150,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,208,42,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,214,126,6.0000,6.0000,111,0.5000,E,1,15.00,001-001-000019879
1,220,111,5.0000,5.0000,2,0.3800,E,1,6.00,009-001-000054005
1,222,51,50.0000,50.0000,113,0.9000,E,1,64.00,001-001-000009696
1,223,122,6.0000,6.0000,22,0.8200,E,1,6.00,076-046-000033244
1,223,52,5.0000,5.0000,22,2.6900,E,1,5.00,076-046-000033244
1,223,41,4.0000,4.0000,22,1.3700,E,1,13.00,076-046-000033244
1,226,161,40.0000,40.0000,10,0.4300,E,1,56.00,001-001-000159991
1,229,122,6.0000,6.0000,22,0.8100,E,1,6.00,076-012-000050504
1,229,136,2.0000,2.0000,22,2.3500,E,1,7.00,076-012-000050504
1,8,15,10.0000,10.0000,2,0.6900,E,1,10.00,004-001-0086797
1,9,19,10.0000,10.0000,1,1.0100,E,1,10.00,001-001-0209178
1,9,20,10.0000,10.0000,1,0.5600,E,1,10.00,001-001-0209178
1,11,27,4.0000,4.0000,10,2.0600,E,1,4.00,001-001-0013778
1,11,30,4.0000,4.0000,10,0.4600,E,1,4.00,001-001-0013778
1,12,36,10.0000,10.0000,6,0.1000,E,1,10.00,002-001-0047230
1,16,49,10.0000,10.0000,1,14.5600,E,1,10.00,001-001-0209580
1,19,54,2.0000,2.0000,1,17.4200,E,1,2.00,001-001-0212052
1,20,14,10.0000,10.0000,2,0.4500,E,1,15.00,004-001-0089088
1,24,65,10.0000,10.0000,35,0.7800,E,1,10.00,001-001-000024027
1,24,62,10.0000,10.0000,35,0.9000,E,1,10.00,001-001-000024027
1,29,2,15.0000,15.0000,6,0.8900,E,1,15.00,002-001-000049814
1,29,4,10.0000,10.0000,6,0.8600,E,1,15.00,002-001-000049814
1,29,51,30.0000,30.0000,3,1.0000,E,1,31.00,3633
1,29,73,1.0000,1.0000,4,1.5700,E,1,1.00,001-001-00068952
1,30,75,5.0000,5.0000,35,0.3900,E,1,5.00,001-001-00025323
1,35,82,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,35,84,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,35,86,8.0000,8.0000,53,0.7200,E,1,8.00,02032011
1,35,88,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,35,94,9.0000,9.0000,53,0.7200,E,1,9.00,02032011
1,36,97,2.0000,2.0000,53,0.7200,E,1,2.00,02032011
1,36,99,2.0000,2.0000,53,0.7200,E,1,2.00,02032011
1,36,100,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,36,104,2.0000,2.0000,53,0.7200,E,1,2.00,02032011
1,36,105,4.0000,4.0000,53,0.7200,E,1,4.00,02032011
1,39,30,2.0000,2.0000,22,0.9600,E,1,5.00,076-041-00000600
1,43,4,10.0000,0.0000,4,1.1200,E,1,14.00,001-001-000074822
1,54,27,4.0000,4.0000,10,2.3100,E,1,5.00,001-001-000020961
1,60,51,40.0000,40.0000,4,1.0100,E,1,40.00,001-001-000082330
1,60,119,15.0000,15.0000,4,0.8700,E,1,15.00,001-001-000082330
1,61,110,24.0000,12.0000,19,2.8000,E,1,19.00,001-001-000008788
1,80,66,1.0000,1.0000,2,6.1300,E,1,1.00,009-001-000006071
1,82,52,3.0000,3.0000,NULL,NULL,X,1,0.00,
1,94,139,1.0000,1.0000,22,3.5800,E,1,1.00,076-049-000001518
1,99,111,2.0000,2.0000,6,0.3400,E,1,2.00,001-001-000508914
1,105,120,4.0000,4.0000,10,0.4600,E,1,4.00,001-001-000072006
1,112,110,24.0000,24.0000,19,3.1300,E,1,31.00,001-001-000010705
1,117,115,24.0000,24.0000,13,0.0800,E,1,52.00,002-001-000066002
1,120,142,6.0000,6.0000,NULL,NULL,X,1,0.00,
1,121,46,2.0000,2.0000,22,1.3400,E,1,3.00,076-012-000024572
1,121,142,6.0000,6.0000,22,0.8500,E,1,8.00,076-012-000024572
1,124,149,4.0000,4.0000,19,1.1500,E,1,5.00,001-001-000011093
1,124,150,4.0000,4.0000,19,0.5900,E,1,5.00,001-001-000011093
1,126,8,1.0000,1.0000,6,18.4800,E,1,1.00,002-001-000064580
1,129,41,2.0000,2.0000,22,1.3700,E,1,2.00,076-045-000025820
1,130,122,3.0000,3.0000,22,0.7800,E,1,3.00,076-019-000025296
1,134,110,24.0000,24.0000,19,3.1300,E,1,47.00,001-001-000011501
1,134,150,4.0000,4.0000,19,0.5900,E,1,5.00,001-001-000011501
1,135,4,6.0000,6.0000,2,1.0600,E,1,13.00,009-001-000030350
1,136,5,10.0000,0.0000,1,0.7600,E,1,0.00,001-001-000293698
1,137,156,1.0000,1.0000,53,11.2000,E,1,1.00,17102012
1,138,141,2.0000,2.0000,22,0.8500,E,1,3.00,076-015-000032913
1,138,138,2.0000,2.0000,22,2.8400,E,1,2.00,076-015-000032913
1,136,37,100.0000,100.0000,1,0.1200,E,1,100.00,001-001-000293698
1,142,110,24.0000,24.0000,19,3.1300,E,1,63.00,001-001-000011690
1,143,4,8.0000,8.0000,2,1.0600,E,1,17.00,009-001-000031755
1,156,109,4.0000,4.0000,19,3.2400,E,1,7.00,001-001-000012345
1,157,111,3.0000,3.0000,NULL,NULL,X,1,0.00,
1,158,111,3.0000,3.0000,6,0.3500,E,1,5.00,002-001-000071291
1,158,3,55.0000,55.0000,6,0.9600,E,1,68.00,002-001-000071291
1,161,150,4.0000,4.0000,19,0.5900,E,1,16.00,001-001-000012491
1,163,141,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,163,142,4.0000,4.0000,NULL,NULL,X,1,0.00,
1,166,122,6.0000,6.0000,22,0.7800,E,1,6.00,076-048-000008254
1,168,160,12.0000,12.0000,22,0.4700,E,1,12.00,076-048-000012485
1,170,161,20.0000,20.0000,10,0.2700,E,1,20.00,001-001-000126192
1,170,120,4.0000,4.0000,10,0.5000,E,1,4.00,001-001-000126192
1,174,136,2.0000,2.0000,22,2.8000,E,1,5.00,076-046-000012924
1,175,115,10.0000,10.0000,16,0.1300,E,1,17.00,019-002-000079920
1,177,121,20.0000,20.0000,1,0.9000,E,1,20.00,001-001-000322118
1,180,150,4.0000,4.0000,19,0.8700,E,1,23.00,001-001-000013182
1,181,69,1.0000,1.0000,2,2.2000,E,1,1.00,009-001-000046320
1,185,122,4.0000,4.0000,22,0.8200,E,1,4.00,076-044-00012834
1,185,46,2.0000,2.0000,22,1.5500,E,1,4.00,076-044-00012834
1,188,164,24.0000,32.0000,112,3.5400,E,1,32.00,002-001-0000030613
1,194,2,10.0000,10.0000,NULL,NULL,X,1,0.00,
1,195,160,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,198,3,50.0000,50.0000,2,0.8900,E,1,50.00,009-001-000050188
1,211,42,3.0000,3.0000,22,1.4900,E,1,7.00,076-017-000027936
1,211,138,2.0000,2.0000,22,2.8400,E,1,2.00,076-017-000027936
1,213,148,5.0000,5.0000,107,62.7200,E,1,5.00,11092013
1,213,79,1.0000,1.0000,107,56.0000,E,1,1.00,11092013
1,215,2,50.0000,50.0000,2,0.7600,E,1,65.00,009-001-000051560
1,216,10,2.0000,2.0000,4,77.8400,E,1,2.00,001-001-0001473999
1,217,109,4.0000,4.0000,19,3.2400,E,1,9.00,001-001-000014011
1,223,136,2.0000,2.0000,22,2.8900,E,1,6.00,076-046-000033244
1,224,117,30.0000,30.0000,110,0.3900,E,1,30.00,001-002-000035317
1,221,110,24.0000,24.0000,19,3.2600,E,1,24.00,001-001-000014400
1,227,169,4.0000,4.0000,1,4.7600,E,1,4.00,001-001-000349854
1,228,164,16.0000,16.0000,112,3.5400,E,1,16.00,002-001-000032350
1,253,186,5.0000,5.0000,1,0.8900,E,1,5.00,001-001-000362563
1,254,182,2.0000,2.0000,16,1.0700,E,1,2.00,019-002-000111665
1,254,187,60.0000,60.0000,16,0.8000,E,1,60.00,019-002-000111665
1,255,188,1.0000,1.0000,110,2.6000,E,1,1.00,001-002-000049307
1,256,189,3.0000,3.0000,24,8.9600,E,1,3.00,001-001-000003659
1,257,51,25.0000,25.0000,2,0.6800,E,1,33.00,009-001-000063518
1,257,4,20.0000,20.0000,2,0.9500,E,1,28.00,009-001-000063518
1,257,12,1.0000,1.0000,2,13.1900,E,1,1.00,009-001-000063518
1,258,161,40.0000,40.0000,10,0.4300,E,1,84.00,001-001-000182767
1,258,167,24.0000,24.0000,19,2.4400,E,1,30.00,001-001-000016233
1,258,109,4.0000,4.0000,19,3.0700,E,1,11.00,001-001-000016233
1,259,59,4.0000,0.0000,105,0.0000,E,1,0.00,10072014
1,259,26,2.0000,0.0000,1,0.0000,E,1,0.00,001-001-000369228
1,259,58,10.0000,10.0000,1,0.1600,E,1,12.00,001-001-000369228
1,259,17,10.0000,10.0000,1,0.3500,E,1,10.00,001-001-000369228
1,260,170,90.0000,90.0000,16,0.1500,E,1,90.00,019-002-000113907
1,261,141,2.0000,2.0000,22,2.8400,E,1,3.00,076-050-000013119
1,261,142,5.0000,5.0000,22,0.8500,E,1,6.00,076-050-000013119
1,262,110,24.0000,24.0000,19,3.4200,E,1,24.00,001-001-000016543
1,262,109,4.0000,4.0000,19,3.0700,E,1,13.00,001-001-000016543
1,263,2,50.0000,50.0000,2,0.7600,E,1,50.00,009-001-000065994
1,263,3,50.0000,55.0000,2,0.8900,E,1,65.00,009-001-000065994
1,264,141,2.0000,2.0000,22,3.1800,E,1,4.00,076-046-000014339
1,264,142,2.0000,2.0000,22,0.8500,E,1,6.00,076-046-000014339
1,264,122,6.0000,6.0000,22,0.8100,E,1,6.00,076-046-000014339
1,264,40,4.0000,4.0000,22,0.4700,E,1,5.00,076-046-000014339
1,264,191,2.0000,2.0000,22,1.1500,E,1,2.00,076-046-000014339
1,264,41,4.0000,4.0000,22,1.3600,E,1,10.00,076-046-000014339
1,264,140,2.0000,2.0000,22,2.6400,E,1,2.00,076-046-000014339
1,264,68,10.0000,10.0000,22,0.0400,E,1,31.00,076-046-000014339
1,265,170,60.0000,60.0000,16,0.1700,E,1,90.00,019-002-00017258
1,265,130,2.0000,2.0000,16,2.0300,E,1,4.00,019-002-00017258
1,266,161,32.0000,32.0000,10,0.4300,E,1,104.00,001-001-000191385
1,266,120,8.0000,8.0000,10,0.5300,E,1,24.00,001-001-000191385
1,267,164,16.0000,16.0000,112,3.7900,E,1,16.00,002-001-0035280
1,267,192,4.0000,4.0000,112,3.6700,E,1,4.00,002-001-0035280
1,268,51,50.0000,50.0000,1,0.6100,E,1,68.00,001-001-000377313
1,269,193,1.0000,1.0000,22,1.2700,E,1,1.00,076-048-00026338
1,269,141,2.0000,2.0000,22,3.1800,E,1,5.00,076-048-00026338
1,269,142,2.0000,2.0000,22,0.8500,E,1,7.00,076-048-00026338
1,269,160,12.0000,12.0000,22,0.7500,E,1,12.00,076-048-00026338
1,269,166,1.0000,1.0000,22,2.6300,E,1,1.00,076-048-00026338
1,269,136,1.0000,1.0000,22,3.0900,E,1,3.00,076-048-00026338
1,270,172,4000.0000,4000.0000,115,0.0600,E,1,4000.00,001-001-000003538
1,271,4,15.0000,15.0000,2,0.9600,E,1,28.00,009-001-00067768
1,271,8,1.0000,1.0000,2,9.3700,E,1,1.00,009-001-00067768
1,272,186,5.0000,5.0000,1,0.8900,E,1,5.00,001-001-000380130
1,273,167,24.0000,24.0000,19,2.5500,E,1,32.00,001-001-00017325
1,274,136,1.0000,1.0000,22,3.0900,E,1,3.00,076-048-00032494
1,274,194,1.0000,1.0000,22,2.3500,E,1,1.00,076-048-00032494
1,274,46,1.0000,1.0000,22,1.5600,E,1,1.00,076-048-00032494
1,274,52,4.0000,4.0000,22,3.4900,E,1,4.00,076-048-00032494
1,274,160,12.0000,12.0000,22,0.4900,E,1,21.00,076-048-00032494
1,275,130,3.0000,3.0000,16,1.8800,E,1,6.00,019-001-0090601
1,275,170,10.0000,10.0000,16,1.7200,E,1,10.00,019-001-0090601
1,276,195,37.0000,37.0000,2,0.8800,E,1,37.00,009-001-000070338
1,276,2,50.0000,50.0000,2,0.7500,E,1,50.00,009-001-000070338
1,277,186,25.0000,25.0000,1,0.7100,E,1,25.00,001-001-000384225
1,278,51,50.0000,50.0000,2,0.6800,E,1,67.00,009-001-000071979
1,279,164,16.0000,16.0000,112,3.7800,E,1,40.00,002-001-0036074
1,280,168,25.0000,25.0000,2,0.8600,E,1,25.00,009-001-000071979
1,280,121,25.0000,25.0000,2,0.7000,E,1,25.00,009-001-000071979
1,280,196,25.0000,25.0000,2,0.3300,E,1,25.00,009-001-000071979
1,281,46,4.0000,4.0000,22,1.5400,E,1,4.00,076-046-000026632
1,281,165,1.0000,1.0000,22,4.9800,E,1,1.00,076-046-000026632
1,281,45,4.0000,4.0000,22,0.6900,E,1,5.00,076-046-000026632
1,281,122,6.0000,6.0000,22,0.9200,E,1,6.00,076-046-000026632
1,281,136,1.0000,1.0000,22,3.2200,E,1,3.00,076-046-000026632
1,281,52,4.0000,4.0000,22,2.9900,E,1,5.00,076-046-000026632
1,282,197,300.0000,300.0000,107,1.5300,E,1,300.00,001-001-045875
1,283,3,20.0000,20.0000,2,0.8900,E,1,22.00,009-001-0073584
1,283,4,15.0000,15.0000,2,0.9600,E,1,26.00,009-001-0073584
1,283,119,20.0000,0.0000,2,0.0000,E,1,2.00,009-001-0073584
1,283,12,1.0000,1.0000,2,13.1900,E,1,1.00,009-001-0073584
1,284,29,12.0000,12.0000,10,2.7500,E,1,12.00,001-001-0207271
1,284,120,8.0000,8.0000,10,0.5300,E,1,31.00,001-001-0207271
1,284,145,8.0000,8.0000,10,1.2400,E,1,8.00,001-001-0207271
1,285,199,4.0000,4.0000,16,0.9400,E,1,4.00,019-001-000097472
1,285,198,12.0000,12.0000,16,0.4100,E,1,12.00,019-001-000097472
1,285,170,50.0000,50.0000,16,0.1700,E,1,50.00,019-001-000097472
1,286,41,4.0000,4.0000,22,1.3400,E,1,4.00,076-022-00029434
1,286,142,2.0000,2.0000,22,0.8500,E,1,4.00,076-022-00029434
1,286,191,1.0000,1.0000,22,2.6800,E,1,2.00,076-022-00029434
1,286,46,2.0000,2.0000,22,1.5400,E,1,4.00,076-022-00029434
1,286,136,1.0000,1.0000,22,3.2200,E,1,3.00,076-022-00029434
1,286,122,2.0000,2.0000,22,0.9100,E,1,4.00,076-022-00029434
1,287,186,4.0000,4.0000,2,0.9800,E,1,9.00,010-001-0044264
1,288,7,10.0000,10.0000,93,0.0900,E,1,18.00,002-001-002014
1,289,117,20.0000,20.0000,110,0.5300,E,1,20.00,001-002-0083082
1,8,1,1.0000,1.0000,2,40.3200,E,1,2.00,004-001-0086797
1,9,17,10.0000,10.0000,1,0.3600,E,1,10.00,001-001-0209178
1,9,18,10.0000,10.0000,1,0.5600,E,1,10.00,001-001-0209178
1,9,21,5.0000,5.0000,1,10.0900,E,1,5.00,001-001-0209178
1,9,22,10.0000,10.0000,1,15.8500,E,1,10.00,001-001-0209178
1,10,23,10.0000,10.0000,1,3.2500,E,1,10.00,001-001-0209064
1,10,24,2.0000,2.0000,1,24.7400,E,1,2.00,001-001-0209064
1,10,25,10.0000,10.0000,1,1.5300,E,1,10.00,001-001-0209064
1,10,26,5.0000,1.0000,1,2.9700,E,1,1.00,001-001-0209064
1,12,32,5.0000,5.0000,6,1.0000,E,1,5.00,002-001-0047230
1,14,42,3.0000,3.0000,22,1.2000,E,1,3.00,076-022-0032907
1,16,50,5.0000,5.0000,1,4.7300,E,1,5.00,001-001-0209580
1,19,55,2.0000,2.0000,1,1.5300,E,1,2.00,001-001-0212052
1,19,56,2.0000,2.0000,1,2.5200,E,1,2.00,001-001-0212052
1,19,13,10.0000,10.0000,2,0.4500,E,1,18.00,004-001-0089088
1,20,57,1.0000,1.0000,2,20.0600,E,1,1.00,004-001-0089088
1,21,51,30.0000,30.0000,3,1.1200,E,1,50.00,001-001-011095
1,22,7,8.0000,8.0000,93,0.2000,E,1,8.00,10112010
1,23,3,25.0000,25.0000,6,1.0000,E,1,25.00,002-001-00048068
1,29,72,5.0000,1.0000,4,0.7800,E,1,1.00,001-001-00068952
1,29,74,1.0000,1.0000,4,0.7800,E,1,1.00,001-001-00068952
1,35,85,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,35,89,2.0000,2.0000,53,0.7200,E,1,2.00,02032011
1,35,90,1.0000,1.0000,53,0.7200,E,1,1.00,02032011
1,35,93,8.0000,8.0000,53,0.7200,E,1,8.00,02032011
1,36,96,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,36,98,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,36,101,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,36,102,1.0000,1.0000,53,0.7200,E,1,1.00,02032011
1,36,103,2.0000,2.0000,53,0.7200,E,1,2.00,02032011
1,38,4,5.0000,5.0000,6,0.0000,C,0,0.00,
1,41,2,20.0000,20.0000,6,0.9000,E,1,20.00,002-001-000051952
1,44,114,2.0000,2.0000,35,1.5700,E,1,2.00,12042011
1,51,2,10.0000,10.0000,4,0.9600,E,1,10.00,001-001-000076541
1,53,3,15.0000,15.0000,6,1.0000,E,1,17.00,002-001-000053531
1,58,70,5.0000,5.0000,106,0.5600,E,1,5.00,002-001-0000208
1,60,10,2.0000,2.0000,4,71.7600,E,1,2.00,001-001-000082330
1,70,51,25.0000,25.0000,2,1.0800,E,1,29.00,009-001-000001765
1,71,109,4.0000,4.0000,19,3.2400,E,1,4.00,001-001-000009063
1,76,3,20.0000,0.0000,2,0.0000,E,1,0.00,009-001-000004097
1,84,122,4.0000,4.0000,22,0.6600,E,1,4.00,076-049-000060311
1,86,131,15.0000,15.0000,35,0.6200,E,1,15.00,003-001-000000675
1,86,132,12.0000,12.0000,35,0.3400,E,1,12.00,003-001-000000675
1,94,136,2.0000,2.0000,22,2.5900,E,1,2.00,076-049-000001518
1,94,140,2.0000,2.0000,22,2.2900,E,1,2.00,076-049-000001518
1,97,143,4.0000,4.0000,10,0.8800,E,1,4.00,001-001-000063387
1,103,141,2.0000,2.0000,22,2.8400,E,1,3.00,11042012
1,104,144,3.0000,3.0000,16,8.0000,E,1,3.00,019-001-000040342
1,107,76,1.0000,1.0000,2,7.8400,E,1,1.00,009-001-000019348
1,108,136,2.0000,2.0000,22,2.6100,E,1,2.00,076-046-000014270
1,111,51,20.0000,20.0000,3,1.0000,E,1,43.00,001-001-14342
1,114,4,6.0000,6.0000,2,0.9500,E,1,15.00,009-001-000021361
1,120,141,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,121,141,2.0000,2.0000,22,2.8400,E,1,2.00,076-012-000024572
1,123,51,10.0000,10.0000,3,1.2000,E,1,10.00,001-001-000019032
1,123,121,10.0000,10.0000,3,1.2000,E,1,10.00,001-001-000019032
1,127,152,2.0000,2.0000,4,89.6000,E,1,2.00,001-001-000114266
1,128,51,30.0000,30.0000,3,1.2000,E,1,40.00,001-001-000019032
1,129,141,2.0000,2.0000,22,2.8400,E,1,3.00,076-045-000025820
1,129,136,2.0000,2.0000,22,2.7400,E,1,2.00,076-045-000025820
1,130,41,2.0000,2.0000,22,1.3600,E,1,2.00,076-019-000025296
1,132,149,4.0000,4.0000,19,1.1500,E,1,5.00,001-001-000011294
1,133,152,2.0000,2.0000,4,89.6000,E,1,2.00,001-001-000117978
1,134,109,4.0000,4.0000,19,3.2400,E,1,7.00,001-001-000011501
1,138,142,2.0000,2.0000,22,2.8400,E,1,6.00,076-015-000032913
1,140,141,2.0000,2.0000,22,2.8400,E,1,4.00,076-046-000038880
1,142,109,8.0000,8.0000,19,3.2300,E,1,11.00,001-001-000011690
1,146,2,50.0000,50.0000,2,0.7500,E,1,56.00,009-001-000033660
1,146,51,50.0000,50.0000,1,0.7600,E,1,58.00,001-001-000303222
1,151,150,4.0000,4.0000,19,0.5900,E,1,10.00,001-001-000012072
1,152,7,10.0000,10.0000,93,0.1900,E,1,12.00,25012013
1,155,51,4.0000,4.0000,1,0.7600,E,1,24.00,001-001-000312484
1,156,149,4.0000,4.0000,19,1.1500,E,1,13.00,001-001-000012345
1,159,6,50.0000,50.0000,4,0.2700,E,1,50.00,001-001-000129873
1,162,57,1.0000,1.0000,2,36.9900,E,1,1.00,009-001-000040447
1,166,136,2.0000,2.0000,22,2.7900,E,1,3.00,076-048-000008254
1,170,143,4.0000,4.0000,10,0.8800,E,1,4.00,001-001-000126192
1,172,109,8.0000,8.0000,19,3.2400,E,1,8.00,001-001-000012884
1,174,122,8.0000,8.0000,22,0.7800,E,1,8.00,076-046-000012924
1,174,163,1.0000,1.0000,22,2.4800,E,1,1.00,076-046-000012924
1,176,161,40.0000,40.0000,10,0.4300,E,1,44.00,001-001-000130633
1,178,117,10.0000,10.0000,110,0.4200,E,1,10.00,001-002-000022373
1,179,161,20.0000,20.0000,10,0.4500,E,1,44.00,001-001-000135563
1,180,149,4.0000,4.0000,19,1.1500,E,1,23.00,001-001-000013182
1,186,120,4.0000,4.0000,10,0.5000,E,1,8.00,001-001-000140700
1,187,115,24.0000,24.0000,13,0.0900,E,1,26.00,002-001-000075505
1,187,130,2.0000,2.0000,13,0.3400,E,1,4.00,002-001-000075505
1,187,106,4.0000,4.0000,13,0.3000,E,1,4.00,002-001-000075505
1,189,14,12.0000,6.0000,2,0.4700,E,1,11.00,009-001-000048245
