CodFarmaco,CodPActivo,CodNComercial,Descripcion,Indicacion,Posologia,Contraindicaciones
1,1.4,1.4.5,MELOXICAN GENFAR  TABLETA 7.5 MG (MELOXICAN),"Antinflamatorio,analgesico,antipiretico Para procesos inflamatorios acompañados o no de dolor y fiebre. Sean estos agudos o crónicos. Contraindicado:Hipersensibilidad conocida o sospechada al Meloxicam, debe administrarse bajo vigilancia a pacientes con hipersensibilidad a antiinflamatorios de otras familias",,
1,1.5,1.5.1,"NORMON 325 /37,5 MG COMPRIMIDO (TRAMADOL + PARACETAMOL)","Indicado en el tratamiento del dolor de intensidad moderada a grave Contraindicado: Si es alérgico (hipersensible) a tramadol, paracetamol,nfermedad hepática grave. Si padece epilepsia que no está adecuadamente controlada.",,
1,1.5,1.5.2,ACROGESICO 375 MG/325 MG COMPRIMIDO (TRAMADOL + PARACETAMOL),"Indicado para el tratamiento sintomático del dolor moderado a intenso (severo), agudo o crónico. Contraindicado:Hipersensibilidad a tramadol, paracetamol. Intoxicación alcohólica aguda, fármacos hipnóticos, analgésicos , opioides o psicótropos.  Insuficiencia hepática grave e insuficiencia renal de moderada a severa. - Epilepsia no controlada con tratamiento.",,
1,1.5,1.5.3,TRAMADOL NORMON 100 MG SOLUCION INYECTABLE (TRAMADOL + PARACETAMOL),"Indicado para el tratamiento sintomático del dolor moderado a intenso (severo), agudo o crónico. Contraindicado:Hipersensibilidad a tramadol, paracetamol. Intoxicación alcohólica aguda, fármacos hipnóticos, analgésicos , opioides o psicótropos.  Insuficiencia hepática grave e insuficiencia renal de moderada a severa. - Epilepsia no controlada con tratamiento.",,
1,1.5,1.5.4,ZALDIAR 375 MG/325 MG COMPRIMIDO (TRAMADOL + PARACETAMOL),"Indicaciones:La utilización de Zaldiar debe estar limitada a aquellos pacientes cuyo dolor de moderado a intenso requiera la combinación de tramadol y paracetamol.La dosis debe ajustarse a la intensidad del dolor y a la sensibilidad individual de cada paciente. Se debe utilizar la dosis efectiva más baja para la analgesia.Contraindicacion:Hipersensibilidad a los principios activos o a alguno de los excipientes incluidos en la sección,intoxicación alcohólica aguda, hipnóticos, analgésicos de acción central, opioides o psicótropos,Zaldiar no debe ser administrado a pacientes que están tomando inhibidores de la monoaminooxidasa o que los hayan tomado en las dos últimas semanas “Interacción con otros medicamentos y otras formas de interacción,insuficiencia hepática grave,epilepsia no controlada con tratamiento",,
1,1.6,1.6.1,ANALGAN 1 G  TABLETA ( PARACETAMOL),"Analgésico y antipirético Inhibe la síntesis de prostaglandinas en el SNC y bloquea la generación del impulso doloroso a nivel periférico.fiebre; dolor de cualquier etiología de intensidad leve o moderado.Contraindicado: Hipersensibilidad a paracetamol, a clorhidrato de propacetamol. Insuficiencia hepatocelular grave. Hepatitis vírica. Antecedentes recientes de rectitis, anitis o rectorragias.",,
1,1.6,1.6.2,ANALGAN 500 MG  TABLETA ( PARACETAMOL),"Analgésico y antipirético Inhibe la síntesis de prostaglandinas en el SNC y bloquea la generación del impulso doloroso a nivel periférico.fiebre; dolor de cualquier etiología de intensidad leve o moderado.Contraindicado: Hipersensibilidad a paracetamol, a clorhidrato de propacetamol. Insuficiencia hepatocelular grave. Hepatitis vírica. Antecedentes recientes de rectitis, anitis o rectorragias.",,
1,1.6,1.6.3,TYLENOL 500 MG COMPRIMIDO ( PARACETAMOL),"Está indicado para el alivio sintomático de los dolores ocasionales leves o moderados, como dolores de cabeza y dolores dentales. Contraindicado:alergia al paracetamol o a alguno de los otros componentes de este medicamento Padece enfermedades del hígado",,
1,1.6,1.6.4,PANADOL 500 MG COMPRIMIDO (PARACETAMOL),"Analgésico y antipirético fiebre; dolor de cualquier etiología de intensidad leve o moderado.dolor moderado y fiebre, a corto plazo, cuando existe necesidad urgente o no son posibles otras vías. Contraindicado:Hipersensibilidad a paracetamol, a clorhidrato de propacetamol (profármaco del paracetamol). Insuficiencia hepatocelular grave. Hepatitis vírica. Antecedentes recientes de rectitis, anitis o rectorragias",,
1,1.6,1.6.5,TENSIFLEX 250/300 COMPRIMIDO ( CLORZOXAZONA+PARACETAMOL),"Alteraciones agudas del sistema muscular esquelético que se caracterizan por dolor, rigidez, ya sea de origen inflamatorio, postraumático, degenerativo o por secuelas espásticas musculares. Calambres musculares.Contraindicaciones:Antecedentes de hipersensibilidad al Paracetamol o a Clorzoxazona. Miastenia gravis, insuficiencia hepática, embarazo y lactancia.",,
1,1.6,1.6.6,UMBRAMIL TABLETAS 1G,Esta indicado para el alivio del dolor leve y moderado dolores asociados con cefaleas dolores musculares lumbalgias artritis y odontalgias y la reduccion de la fiebre,Adultos y adolescentes mayores de 15 años 1 comprimido cada 4 a 6 horas ,Hipersensibilidad al paracetamol o a cualquiera de sus componentes de la formula
1,1.7,1.7.1,DIPIRONA 500 MG TABLETA( METAMIZOL),"Analgésico y antipirético Dolor moderado a intenso cuando no puede tratarse con otros analgésicos potencialmente menos tóxicos.Contraindicado:hipersensibilidad a las pirazolonas, insuficiencia renal o hepática, aguda o crónica, discrasias sanguíneas, úlcera duodenal activa, insuficiencia cardiaca, oliguria, durante el embarazo y la lactancia",,
1,1.7,1.7.2,DIPIRONA 1 G TABLETA( METAMIZOL),"Analgésico y antipirético Dolor moderado a intenso cuando no puede tratarse con otros analgésicos potencialmente menos tóxicos.Contraindicado:hipersensibilidad a las pirazolonas, insuficiencia renal o hepática, aguda o crónica, discrasias sanguíneas, úlcera duodenal activa, insuficiencia cardiaca, oliguria, durante el embarazo y la lactancia",,
1,1.7,1.7.3,METAMIZOL SODICO 1 G SUSTANCIA INYECTABLE (METAMIZOL),"Dolor agudo posoperatorio o postraumático, dolor cólico. Fiebre (resistente a otros antitérmicos).Contraindicado:hipersensibidad a pirazolonas.Reacciones alérgiCas (rinitis, urticaria o asma) inducidas por ácido acetilsalicílico u otros AINE. y anemia aplásica. Infantes menores de 3 meses o con peso inferior a 5 kg, debido a la posibilidad de trastornos de la función renal. Insuficiencia hepática o renal grave. Úlcera péptica activa.",,
1,1.8,1.8.1,VOLTAREN 50 MG TABLETA ( DICLOFENACO SODICO),"Analgesico Antiinflamatorio Despues de una cirugia dental y odontalgia enfermedades reumaticas cronicas inflamatorias tales como artritis reumatoide espondilolartritis anquilopoyética artrosis espondiloartritis.Contraindicado:Ulcera gastroduodenal. ? Antecedentes de rinitis, urticaria o bronco espasmo inducidos por aspirina Nauseas, vómitos, ardor, prurito, dolor, queralitis, catarata, visión borrosa",,
1,1.8,1.8.2,VOLTAREN 100 MG TABLETA (DICLOFENACO SODICO),"Analgesico Antiinflamatorio Despues de una cirugia dental y odontalgia enfermedades reumaticas cronicas inflamatorias tales como artritis reumatoide espondilolartritis anquilopoyetica artrosis espondiloartritis.Contraindicado:Ulcera gastroduodenal. ? Antecedentes de rinitis, urticaria o bronco espasmo inducidos por aspirina Nauseas, vómitos, ardor, prurito, dolor, queralitis, catarata, visión borrosa",,
1,1.8,1.8.3,VOLTAREN 75 MG SOLUCION INYECTABLE (DICLOFENACO SODICO),"Analgesico Antiinflamatorio Despues de una cirugia dental y odontalgia enfermedades reumáticas crónicas inflamatorias tales como artritis reumatoide, espondilolartritis anquilopoyética, artrosis, espondiloartritis.Contraindicado:Ulcera gastroduodenal. ? Antecedentes de rinitis, urticaria o bronco espasmo inducidos por aspirina Nauseas, vómitos, ardor, prurito, dolor, queralitis, catarata, visión borrosa",,
1,1.8,1.8.4,CATAFLAN 25 MG GRAGEA ( DICLOFENACO POTASICO),"Dolor  inflamación e hinchazón postraumáticos y postoperatorios, por ejemplo debido a esguinces o después de una intervención quirúrgica odontológica u ortopédica.Contraindicado:Hipersensibilidad conocida al diclofenaco, al metabisulfito sódico (solución inyectable únicamente) o a otros excipientes.Úlcera activa, hemorragia o perforación gástricas o intestinales.Último trimestre del embarazo.Insuficiencia hepática.Insuficiencia renal (filtración glomerular Insuficiencia cardiaca severa.Hipersensibilidad confimada al ácido acetilsalicílico o a otros antinflamatorios no esteroides (AINE).Proctitis (supositorios únicamente).",,
1,1.8,1.8.5,CATAFLAN 50 MG GRAGEA (DICLOFENACO POTASICO),"Dolor, inflamación e hinchazón postraumáticos y postoperatorios, por ejemplo debido a esguinces o después de una intervención quirúrgica odontológica u ortopédica.Contraindicado:Hipersensibilidad conocida al diclofenaco, al metabisulfito sódico (solución inyectable únicamente) o a otros excipientes.Úlcera activa, hemorragia o perforación gástricas o intestinales.Último trimestre del embarazo.Insuficiencia hepática.Insuficiencia renal (filtración glomerular Insuficiencia cardiaca severa.Hipersensibilidad confimada al ácido acetilsalicílico o a otros antinflamatorios no esteroides (AINE).Proctitis (supositorios únicamente).",,
1,1.8,1.8.6,CATAFLAN 50 MG CAPSULA BLANDA (DICLOFENACO POTASICO),"Dolor, inflamación e hinchazón postraumáticos y postoperatorios, por ejemplo debido a esguinces o después de una intervención quirúrgica odontológica u ortopédica.Contraindicado:Hipersensibilidad conocida al diclofenaco, al metabisulfito sódico (solución inyectable únicamente) o a otros excipientes.Úlcera activa, hemorragia o perforación gástricas o intestinales.Último trimestre del embarazo.Insuficiencia hepática.Insuficiencia renal (filtración glomerular Insuficiencia cardiaca severa.Hipersensibilidad confimada al ácido acetilsalicílico o a otros antinflamatorios no esteroides (AINE).Proctitis (supositorios únicamente).",,
1,1.8,1.8.7,CATAFLAN 12.5 MG SUPOSITORIO (DICLOFENACO POTASICO),"Dolor, inflamación e hinchazón postraumáticos y postoperatorios, por ejemplo debido a esguinces o después de una intervención quirúrgica odontológica u ortopédica.Contraindicado:Hipersensibilidad conocida al diclofenaco, al metabisulfito sódico (solución inyectable únicamente) o a otros excipientes.Úlcera activa, hemorragia o perforación gástricas o intestinales.Último trimestre del embarazo.Insuficiencia hepática.Insuficiencia renal (filtración glomerular Insuficiencia cardiaca severa.Hipersensibilidad confimada al ácido acetilsalicílico o a otros antinflamatorios no esteroides (AINE).Proctitis (supositorios únicamente).",,
1,1.8,1.8.8,CATAFLAN 1.8 MG SUSPENSIÓN ORAL ( DICLOFENACO POTASICO),"Dolor, inflamación e hinchazón postraumáticos y postoperatorios, por ejemplo debido a esguinces o después de una intervención quirúrgica odontológica u ortopédica.Contraindicado:Hipersensibilidad conocida al diclofenaco, al metabisulfito sódico (solución inyectable únicamente) o a otros excipientes.Úlcera activa, hemorragia o perforación gástricas o intestinales.Último trimestre del embarazo.Insuficiencia hepática.Insuficiencia renal (filtración glomerular Insuficiencia cardiaca severa.Hipersensibilidad confimada al ácido acetilsalicílico o a otros antinflamatorios no esteroides (AINE).Proctitis (supositorios únicamente).",,
1,1.8,1.8.9,CATAFLAN 15 MG SUSPENSIÓN PARA GOTAS (DICLOFENACO POTASICO),"Dolor, inflamación e hinchazón postraumáticos y postoperatorios, por ejemplo debido a esguinces o después de una intervención quirúrgica odontológica u ortopédica.Contraindicado:Hipersensibilidad conocida al diclofenaco, al metabisulfito sódico (solución inyectable únicamente) o a otros excipientes.Úlcera activa, hemorragia o perforación gástricas o intestinales.Último trimestre del embarazo.Insuficiencia hepática.Insuficiencia renal (filtración glomerular Insuficiencia cardiaca severa.Hipersensibilidad confimada al ácido acetilsalicílico o a otros antinflamatorios no esteroides (AINE).Proctitis (supositorios únicamente)",,
1,1.9,1.9.1,KETESSE 25 MG COMPRIMIDO (DESKETOPROFENO + TROMETAMOL),"Dolor de intensidad leve-moderada (musculoesquelético, dismenorrea, odontalgia).Contraindicado:Hipersensibilidad al dexketoprofeno o a otro AINE. Historial de ataques de asma, broncoespasmo, rinitis aguda, o causan pólipos nasales, urticaria o edema angioneurótico por AAS u otros AINE",,
1,1.9,1.9.2,KETESSE 50 MG SOLUCION INYECTABLE ( DESKETOPROFENO),"Dolor de intensidad leve-moderada (musculoesquelético, dismenorrea, odontalgia).Contraindicado:Hipersensibilidad al dexketoprofeno o a otro AINE. Historial de ataques de asma, broncoespasmo, rinitis aguda, o causan pólipos nasales, urticaria o edema angioneurótico por AAS u otros AINE",,
1,1.9,1.9.3,DESKETOPROFENO PASTILLA,El dexketoprofeno trometamol es un analgésico antiinflamatorio y antipirético perteneciente a la familia de los antiinflamatorios no esteroideos,,Hipersensibilidad al dexketoprofeno o a otro AINE Historial de ataques de asma broncoespasmo rinitis aguda o causan pólipos nasales urticaria o edema angioneurótico
1,1.9,1.9.4,DEXKETOPROFENO AMPOLLA,Inyectable dolor agudo de moderado a intenso cuando administración oral no es apropiada dolor postoperatorio cólico renal y dolor lumbar,,Hipersensibilidad al dexketoprofeno o a otro AINE Historial de ataques de asma broncoespasmo rinitis aguda  o causan polipos nasales urticaria o edema angioneurotico por AAS u otros AINE
10,10.1,10.1.1,METRONIDAZOL,"Se utiliza para tratar infecciones del sistema reproductor, tracto gastrointestinal ",,Hipersensibilidad a alguno de sus componentes
2,2.1,2.1.1,AMOXIPEN 500 MG CAPSULA ( AMOXICILINA),"Bactericida. Inhibe la acción de peptidasas y carboxipeptidasas impidiendo la síntesis de la pared celular bacteriana.INDICACIONES:Infecciones causadas por cepas sensibles como: infecciones de garganta, nariz y oídoS ; infecciones del tracto respiratorio inferior ; infecciones del tracto genito-urinario sin complicaciones urológicas (cistitis y uretritis); infecciones de la piel y tejidos blandos ; infecciones en odonto-estomatología; infecciones del tracto biliar; enf. o borreliosis de Lyme: en el tto. de la infección precoz localizada (primer estadío o eritema migratorio localizado) y de la infección diseminada o segundo estadío; fiebres tifoidea y paratifoidea (especialmente indicado para el tto. de los portadores biliares crónicos); tto. de erradicación de Helicobacter pylori en asociación con IBP y en su caso a otros antibióticos: úlcera péptica y linfoma gástrico de tejido linfoide asociado a mucosa, de bajo grado; profilaxis de endocarditis producida por bacteriemia post-manipulación/extracción dental tto.. y profilaxis de septicemia, endocarditis, meningitis, pielonefritis y ciertas neuropatías.CONTRAINDICACIONES:Hipersensibilidad a ß-lactámicos; antecedentes de una reacción de hipersensibilidad inmediata grave (ej. anafilaxis) a otro agente ß-lactámico (p. ej. cefalosporina, carbapenem o monobactam).",,
2,2.1,2.1.2,ODONTOCILINA 500 MG (AMOXICILINA),S/D,,
2,2.1,2.1.3,AMOXICILINA GA 500 MG CAPSULA(AMOXICILINA),"Indicaciones:infecciones de oidos,nariz y garganta, infecciones del tracto respiratorio inferior, infecciones del las vias orinarias, infecciones de la piel y tejidos blandos, infecciones gonocoticas no complicada de la uretra, cervix y recto, prevencion de endocarditis bacteriana en procedimientos oral, dental y en el tracto respiratorio.contraindicaciones:hipersencibilidad a las penisilinas",,
2,2.1,2.1.4,AMOXICICLINA GENFAR 500 CAPSULA ( AMOXICILINA),"Indicaciones:infecciones de oidos,nariz y garganta, infecciones del tracto respiratorio inferior, infecciones del las vias orinarias, infecciones de la piel y tejidos blandos, infecciones gonocoticas no complicada de la uretra, cervix y recto, prevencion de endocarditis bacteriana en procedimientos oral, dental y en el tracto respiratorio.contraindicaciones:hipersencibilidad a las penisilinas",,
2,2.1,2.1.5,AMOXICICLINA GENFAR 125 MG SUSPENSION (AMOXICILINA),"Indicaciones:infecciones de oidos,nariz y garganta, infecciones del tracto respiratorio inferior, infecciones del las vias orinarias, infecciones de la piel y tejidos blandos, infecciones gonocoticas no complicada de la uretra, cervix y recto, prevencion de endocarditis bacteriana en procedimientos oral, dental y en el tracto respiratorio.contraindicaciones:hipersencibilidad a las penisilinas",,
2,2.10,2.10.1,TETRACICLINA KRONOS 250 MG CAPSULA ( TETRACICLINA),"Indicaciones:se utilizan para tratar un amplio rango de infecciones causadas por bacterias, entre las que se encuentran:Infecciones de las vías respiratorias, como neumonía, bronquitis o tos emetizante (tos que provoca vómitos),Infecciones de las vías urinarias,Enfermedades de transmisión sexual, como las provocadas por clamidias, la gonorrea o la sífilis,Infecciones de la piel, como acné,Infecciones oculares, como conjuntivitis,Infecciones por rickettsias, como la fiebre Q o la fiebre botonosaOtras infecciones, incluyendo brucelosis (fiebre de Malta, psittacosis, cólera o pesteLa tetraciclina puede usarse también para tratar la leptospirosis, gangrena gaseosa y tétanos.Contraindicaciones:Hipersensibilidad a las tetraciclinas.",,
2,2.10,2.10.2,TETRACICLINA KRONOS 500 MG CAPSULA ( TETRACICLINA),"Indicaciones:se utilizan para tratar un amplio rango de infecciones causadas por bacterias, entre las que se encuentran:Infecciones de las vías respiratorias, como neumonía, bronquitis o tos emetizante (tos que provoca vómitos),Infecciones de las vías urinarias,Enfermedades de transmisión sexual, como las provocadas por clamidias, la gonorrea o la sífilis,Infecciones de la piel, como acné,Infecciones oculares, como conjuntivitis,Infecciones por rickettsias, como la fiebre Q o la fiebre botonosaOtras infecciones, incluyendo brucelosis (fiebre de Malta, psittacosis, cólera o pesteLa tetraciclina puede usarse también para tratar la leptospirosis, gangrena gaseosa y tétanos.Contraindicaciones:Hipersensibilidad a las tetraciclinas.",,
2,2.11,2.11.1,CEFULAM 250 MG TABLETA (CEFUROXIMA),"Indicaciones:Tto. de amigdalitis estreptocócica aguda y faringitis, sinusitis bacteriana aguda, otitis media aguda, exacerbación aguda de bronquitis crónica, neumonía adquirida en la comunidad, cistitis, pielonefritis, infecciones de piel y tejidos blandos no complicadas, infecciones intra-abdominales; tto. de las 1 eras fases de la enf. de Lyme; profilaxis antibiótica en cirugía gastrointestinal (incluyendo esofágica), ortopédica, cardiovascular y ginecológica (incluyendo cesárea).Contraindicaciones:Hipersensibilidad a cefuroxima u otro antibiótico cefalosporínico; antecedente de hipersensibilidad grave a cualquier otro antibacteriano beta-lactámico (penicilinas, monobactamas y carbapenemas).",,
2,2.11,2.11.2,CEFULAM 500 MG TABLETA (CEFUROXIMA),"Indicaciones:Tto. de amigdalitis estreptocócica aguda y faringitis, sinusitis bacteriana aguda, otitis media aguda, exacerbación aguda de bronquitis crónica, neumonía adquirida en la comunidad, cistitis, pielonefritis, infecciones de piel y tejidos blandos no complicadas, infecciones intra-abdominales; tto. de las 1 eras fases de la enf. de Lyme; profilaxis antibiótica en cirugía gastrointestinal (incluyendo esofágica), ortopédica, cardiovascular y ginecológica (incluyendo cesárea).Contraindicaciones:Hipersensibilidad a cefuroxima u otro antibiótico cefalosporínico; antecedente de hipersensibilidad grave a cualquier otro antibacteriano beta-lactámico (penicilinas, monobactamas y carbapenemas).",,
2,2.11,2.11.3,CEFULAM 150 MG SUPENCION (CEFUROXIMA),"Indicaciones:Tto. de amigdalitis estreptocócica aguda y faringitis, sinusitis bacteriana aguda, otitis media aguda, exacerbación aguda de bronquitis crónica, neumonía adquirida en la comunidad, cistitis, pielonefritis, infecciones de piel y tejidos blandos no complicadas, infecciones intra-abdominales; tto. de las 1 eras fases de la enf. de Lyme; profilaxis antibiótica en cirugía gastrointestinal (incluyendo esofágica), ortopédica, cardiovascular y ginecológica (incluyendo cesárea).Contraindicaciones:Hipersensibilidad a cefuroxima u otro antibiótico cefalosporínico; antecedente de hipersensibilidad grave a cualquier otro antibacteriano beta-lactámico (penicilinas, monobactamas y carbapenemas).",,
2,2.11,2.11.4,CEFULAM 250 MG SUSPENCION (CEFUROXIMA),"Indicaciones:Tto. de amigdalitis estreptocócica aguda y faringitis, sinusitis bacteriana aguda, otitis media aguda, exacerbación aguda de bronquitis crónica, neumonía adquirida en la comunidad, cistitis, pielonefritis, infecciones de piel y tejidos blandos no complicadas, infecciones intra-abdominales; tto. de las 1 eras fases de la enf. de Lyme; profilaxis antibiótica en cirugía gastrointestinal (incluyendo esofágica), ortopédica, cardiovascular y ginecológica (incluyendo cesárea).Contraindicaciones:Hipersensibilidad a cefuroxima u otro antibiótico cefalosporínico; antecedente de hipersensibilidad grave a cualquier otro antibacteriano beta-lactámico (penicilinas, monobactamas y carbapenemas).",,
2,2.12,2.12.1,UROFLOX 500 MG TABLETAS (LEVAFLOXACINO),"Indicaciones:Neumonía leve, Neumonía hospitalaria Sinusitis bacteriana agudadías, Exacerbaciones agudas de la bronquitis crónica, Infecciones de la piel Prostatitis bacteriana crónica, Infecciones no complicadas de las vías urinarias, Pielonefritis En los pacientes con disminución de la función renal, la dosis se modifica de acuerdo a las instrucciones del médico.Contraindicaciones:No use este producto si usted tiene antecedentes de alergia a la levofloxacino o a cualquier otro antibiótico del grupo de las fluoroquinolonas",,
2,2.12,2.12.2,UROFLOX 250 MG TABLETAS (LEVAFLOXACINO),"Indicaciones:Neumonía leve, Neumonía hospitalaria Sinusitis bacteriana agudadías, Exacerbaciones agudas de la bronquitis crónica, Infecciones de la piel Prostatitis bacteriana crónica, Infecciones no complicadas de las vías urinarias, Pielonefritis En los pacientes con disminución de la función renal, la dosis se modifica de acuerdo a las instrucciones del médico.Contraindicaciones:No use este producto si usted tiene antecedentes de alergia a la levofloxacino o a cualquier otro antibiótico del grupo de las fluoroquinolonas",,
2,2.13,2.13.1,AVELOX  400 MG TABLETA (MOXIFLOCINA),"Indicaciones:infecciones ocasionadas por microorganismos susceptibles: neumonía adquirida en la comunidad, incluyendo neumonía adquirida en la comunidad ocasionada por streptococcus pneumoniae resistente a varios medicamentos* (MR, multi-resistente). Rinosinusitis aguda bacteriana. Exacerbación de bronquitis crónica. Infecciones no complicadas de piel y tejidos blandos. Infecciones complicadas de piel y tejidos blandos (incluyendo tratamiento de infecciones en el pie diabético). Infecciones intra-abdominales complicadas (incluyendo infecciones polimicrobianas tales como abscesos.). Enfermedad inflamatoria pélvica no complicada (p. ej., infecciones del tracto genital femenino superior, incluyendo salpingitis y endometritis). * El streptococcus pneumoniae (MR multi-resistente), incluye aislamientos conocidos como PRSP (streptococcus pneumoniae resistente a penicilina) y algunas cepas.Contraindicaciones:Moxifloxacino debe evitarse en pacientes con síndromes congénitos o adquiridos de prolongación del QTc y en pcientes con hipokalemia o bajo medicación concomitante que prolongue el intervalo qtc (antiarrítmicos de clases Ia y III); en el caso de valorar riesgo-beneficio, la responsabilidad en la decisión será médica y deberá utilizarse con precaución. Un efecto aditivo de moxifloxacino y otros fármacos que prolongan el intervalo qtc, como cisaprida, eritromicina, antipsicóticos y antidepresivos tricíclicos, no puede excluirse; por lo tanto, moxifloxacino debe utilizarse con precaución cuando se administra junto con éstos. Moxifloxacino debe utilizarse con precaución en pacientes con condiciones proarrítmicas, como bradicardia significativa o isquemia miocárdica aguda. Debido a que la magnitud de la prolongación del QTc puede aumentar con concentraciones mayores del fármaco, no se deberá exceder la dosis recomendada y el período de infusión de AVELOX",,
2,2.13,2.13.2,AVELOX  250 MG SOLUCION INYECTABLE (MOXIFLOCINA),"Indicaciones:infecciones ocasionadas por microorganismos susceptibles: neumonía adquirida en la comunidad, incluyendo neumonía adquirida en la comunidad ocasionada por streptococcus pneumoniae resistente a varios medicamentos* (MR, multi-resistente). Rinosinusitis aguda bacteriana. Exacerbación de bronquitis crónica. Infecciones no complicadas de piel y tejidos blandos. Infecciones complicadas de piel y tejidos blandos (incluyendo tratamiento de infecciones en el pie diabético). Infecciones intra-abdominales complicadas (incluyendo infecciones polimicrobianas tales como abscesos.). Enfermedad inflamatoria pélvica no complicada (p. ej., infecciones del tracto genital femenino superior, incluyendo salpingitis y endometritis). * El streptococcus pneumoniae (MR multi-resistente), incluye aislamientos conocidos como PRSP (streptococcus pneumoniae resistente a penicilina) y algunas cepas.Contraindicaciones:Moxifloxacino debe evitarse en pacientes con síndromes congénitos o adquiridos de prolongación del QTc y en pcientes con hipokalemia o bajo medicación concomitante que prolongue el intervalo qtc (antiarrítmicos de clases Ia y III); en el caso de valorar riesgo-beneficio, la responsabilidad en la decisión será médica y deberá utilizarse con precaución. Un efecto aditivo de moxifloxacino y otros fármacos que prolongan el intervalo qtc, como cisaprida, eritromicina, antipsicóticos y antidepresivos tricíclicos, no puede excluirse; por lo tanto, moxifloxacino debe utilizarse con precaución cuando se administra junto con éstos. Moxifloxacino debe utilizarse con precaución en pacientes con condiciones proarrítmicas, como bradicardia significativa o isquemia miocárdica aguda. Debido a que la magnitud de la prolongación del QTc puede aumentar con concentraciones mayores del fármaco, no se deberá exceder la dosis recomendada y el período de infusión de AVELOX",,
2,2.14,2.14.1,UNASYN  375 MG TABLETAS (SULTAMICILINA),"Indicaciones:infecciones del tracto respiratorio superior, incluyendo sinusitis, otitis media y amigdalitis; infecciones del tracto respiratorio inferior, incluyendo neumonías bacterianas y bronquitis; infecciones del tracto urinario y pielonefritis; infecciones de la piel y tejidos blandos e infecciones gonocócicas.Contraindicaciones:El uso de este producto está contraindicado en individuos con antecedentes de reacción alérgica a cualquiera de las penicilinas",,
2,2.14,2.14.2,UNASYN 750 MG TABLETAS (SULTAMICILINA),"Indicaciones:infecciones del tracto respiratorio superior, incluyendo sinusitis, otitis media y amigdalitis; infecciones del tracto respiratorio inferior, incluyendo neumonías bacterianas y bronquitis; infecciones del tracto urinario y pielonefritis; infecciones de la piel y tejidos blandos e infecciones gonocócicas.Contraindicaciones:El uso de este producto está contraindicado en individuos con antecedentes de reacción alérgica a cualquiera de las penicilinas",,
2,2.15,2.15.1,BIODROXIL  250 MG POLVO PARA SUSPENSIÓN ( CEFADROXILO),"Indicaciones:Infecciones de las vías respiratorias superiores y de la zona de oído, nariz y laringe: Otitis media y sinusitis aguda y crónica, faringitis, tonsilitis.Infecciones de las vías respiratorias inferiores: Bronquitis aguda y crónica, bronconeumonías, neumonías bacterianas.Infecciones de las vías urinarias: Infecciones complicadas y no complicadas.Infecciones cutáneas y de las partes blandas.Infecciones de los huesos y articulacione Contraindicaciones:Una comprobada o supuesta hipersensibilidad a cefalosporinas.En caso de una alergia a penicilinas habrá que prestar atención a una posible alergia cruzada",,
2,2.15,2.15.2,BIODROXIL 500 MG POLVO PARA SUSPENSIÓN ( CEFADROXILO),"Indicaciones:Infecciones de las vías respiratorias superiores y de la zona de oído, nariz y laringe: Otitis media y sinusitis aguda y crónica, faringitis, tonsilitis.Infecciones de las vías respiratorias inferiores: Bronquitis aguda y crónica, bronconeumonías, neumonías bacterianas.Infecciones de las vías urinarias: Infecciones complicadas y no complicadas.Infecciones cutáneas y de las partes blandas.Infecciones de los huesos y articulacione Contraindicaciones:Una comprobada o supuesta hipersensibilidad a cefalosporinas.En caso de una alergia a penicilinas habrá que prestar atención a una posible alergia cruzada",,
2,2.15,2.15.3,BIODROXIL 500 MG CAPSULA ( CEFADROXILO),"Indicaciones:Infecciones de las vías respiratorias superiores y de la zona de oído, nariz y laringe: Otitis media y sinusitis aguda y crónica, faringitis, tonsilitis.Infecciones de las vías respiratorias inferiores: Bronquitis aguda y crónica, bronconeumonías, neumonías bacterianas.Infecciones de las vías urinarias: Infecciones complicadas y no complicadas.Infecciones cutáneas y de las partes blandas.Infecciones de los huesos y articulacione Contraindicaciones:Una comprobada o supuesta hipersensibilidad a cefalosporinas.En caso de una alergia a penicilinas habrá que prestar atención a una posible alergia cruzada",,
2,2.15,2.15.4,BIODROXIL 1 G TABLETA ( CEFADROXILO),"Indicaciones:Infecciones de las vías respiratorias superiores y de la zona de oído, nariz y laringe: Otitis media y sinusitis aguda y crónica, faringitis, tonsilitis.Infecciones de las vías respiratorias inferiores: Bronquitis aguda y crónica, bronconeumonías, neumonías bacterianas.Infecciones de las vías urinarias: Infecciones complicadas y no complicadas.Infecciones cutáneas y de las partes blandas.Infecciones de los huesos y articulacione Contraindicaciones:Una comprobada o supuesta hipersensibilidad a cefalosporinas.En caso de una alergia a penicilinas habrá que prestar atención a una posible alergia cruzada",,
